Step,Living Noodles,Dead Noodles,Age,Health,Size,Speed,Sight,View,Rep,Loss,Gen,Ages,Gens,Ancestors
10000,37,37,3869.0,124.20905405405395,9.37837837837838,3.2972972972972974,117.02702702702706,111.64864864864865,22.324324324324326,46.52702702702703,2.135135135135135,"[10002, 10002, 10002, 10002, 7004, 7003, 7003, 6004, 6003, 6003, 6003, 5005, 5004, 5004, 4005, 4003, 4003, 3005, 3004, 3003, 2007, 2006, 2006, 2005, 2005, 2005, 2005, 2004, 2003, 1007, 1006, 1004, 1003, 7, 5, 5, 3]","[0, 0, 0, 0, 2, 1, 1, 2, 1, 1, 1, 3, 2, 2, 3, 1, 1, 3, 2, 1, 5, 4, 4, 3, 3, 3, 3, 2, 1, 5, 4, 2, 1, 5, 3, 3, 1]",[]
11000,41,42,3687.390243902439,118.95329268292679,9.414634146341463,3.317073170731707,115.04878048780488,111.8780487804878,22.317073170731707,47.0,2.463414634146341,"[11002, 11002, 11002, 8004, 8003, 8003, 7004, 7003, 7003, 7003, 6004, 5005, 5003, 5003, 4005, 4004, 4003, 3007, 3006, 3006, 3005, 3005, 3005, 3003, 2007, 2006, 2004, 2003, 1007, 1005, 1005, 1003, 8, 8, 7, 6, 5, 4, 4, 4, 4]","[0, 0, 0, 2, 1, 1, 2, 1, 1, 1, 2, 3, 1, 1, 3, 2, 1, 5, 4, 4, 3, 3, 3, 1, 5, 4, 2, 1, 5, 3, 3, 1, 6, 6, 5, 4, 3, 2, 2, 2, 2]",[]
12000,40,49,4079.5,122.83962499999993,9.3,3.375,117.85,112.375,22.125,46.7875,2.5,"[12002, 12002, 12002, 9004, 9003, 9003, 8003, 8003, 7004, 6005, 6003, 6003, 5005, 5004, 5003, 4006, 4006, 4005, 4005, 4005, 4003, 3006, 3004, 2005, 2005, 2003, 1008, 1007, 1006, 1005, 1004, 1004, 1004, 1004, 9, 8, 7, 5, 4, 3]","[0, 0, 0, 2, 1, 1, 1, 1, 2, 3, 1, 1, 3, 2, 1, 4, 4, 3, 3, 3, 1, 4, 2, 3, 3, 1, 6, 5, 4, 3, 2, 2, 2, 2, 7, 6, 5, 3, 2, 1]",[]
13000,44,55,3822.931818181818,102.31420454545484,8.840909090909092,3.4090909090909087,117.61363636363636,111.9318181818182,22.09090909090909,45.04545454545455,2.75,"[13002, 13002, 10004, 10003, 10003, 9003, 9003, 8004, 7003, 7003, 6005, 6004, 5006, 5006, 5005, 5005, 5003, 4006, 4004, 3005, 3005, 3003, 2008, 2006, 2005, 2004, 2004, 2004, 1009, 1008, 1007, 1005, 1004, 1003, 10, 7, 6, 5, 5, 5, 5, 4, 4, 4]","[0, 0, 2, 1, 1, 1, 1, 2, 1, 1, 3, 2, 4, 4, 3, 3, 1, 4, 2, 3, 3, 1, 6, 4, 3, 2, 2, 2, 7, 6, 5, 3, 2, 1, 8, 5, 4, 3, 3, 3, 3, 2, 2, 2]",[]
14000,38,65,4925.526315789473,107.49013157894777,9.0,3.2894736842105265,116.89473684210527,112.0,21.42105263157895,44.28947368421053,2.473684210526316,"[14002, 14002, 11004, 11003, 11003, 10003, 10003, 9004, 8003, 8003, 7005, 7004, 6006, 6006, 6005, 6005, 5006, 4005, 4005, 4003, 3006, 3005, 3004, 3004, 2008, 2005, 2004, 2003, 1007, 1005, 1005, 1005, 1004, 1004, 7, 6, 4, 4]","[0, 0, 2, 1, 1, 1, 1, 2, 1, 1, 3, 2, 4, 4, 3, 3, 4, 3, 3, 1, 4, 3, 2, 2, 6, 3, 2, 1, 5, 3, 3, 3, 2, 2, 5, 4, 2, 2]",[]
15000,46,67,4613.5,112.0190217391307,8.978260869565217,3.347826086956522,115.3695652173913,111.06521739130434,21.08695652173913,44.59782608695652,2.8043478260869565,"[15002, 15002, 12004, 12003, 11003, 11003, 10004, 9003, 9003, 8005, 8004, 7006, 7006, 7005, 7005, 6006, 5005, 5005, 5003, 4006, 4005, 4004, 4004, 3008, 3005, 3004, 3003, 2007, 2005, 2005, 2005, 2004, 2004, 1007, 1006, 1004, 8, 7, 7, 6, 6, 6, 6, 5, 4, 3]","[0, 0, 2, 1, 1, 1, 2, 1, 1, 3, 2, 4, 4, 3, 3, 4, 3, 3, 1, 4, 3, 2, 2, 6, 3, 2, 1, 5, 3, 3, 3, 2, 2, 5, 4, 2, 6, 5, 5, 4, 4, 4, 4, 3, 2, 1]",[]
16000,42,77,4695.428571428572,110.30607142857151,9.0,3.2857142857142856,115.45238095238096,112.54761904761904,20.904761904761905,44.07142857142857,2.952380952380953,"[16002, 16002, 13003, 10003, 10003, 9005, 9004, 8006, 8006, 8005, 8005, 7006, 6005, 6005, 6003, 5006, 5005, 5004, 5004, 4005, 4004, 4003, 3007, 3005, 3004, 3004, 2007, 2006, 2004, 1008, 1007, 1006, 1006, 1006, 1006, 1003, 8, 7, 7, 6, 4, 3]","[0, 0, 1, 1, 1, 3, 2, 4, 4, 3, 3, 4, 3, 3, 1, 4, 3, 2, 2, 3, 2, 1, 5, 3, 2, 2, 5, 4, 2, 6, 5, 4, 4, 4, 4, 1, 6, 5, 5, 4, 2, 1]",[]
17000,41,84,4932.097560975611,112.92426829268301,9.219512195121949,3.365853658536585,120.92682926829269,115.65853658536585,21.195121951219512,46.47560975609756,3.268292682926829,"[17002, 17002, 14003, 11003, 11003, 10005, 9006, 9006, 9005, 8006, 7005, 7005, 7003, 6006, 6005, 6004, 5004, 5003, 4007, 4005, 4004, 3007, 3006, 3004, 2008, 2007, 2006, 2006, 2006, 2003, 1008, 1007, 1007, 1006, 1004, 7, 7, 7, 7, 6, 5]","[0, 0, 1, 1, 1, 3, 4, 4, 3, 4, 3, 3, 1, 4, 3, 2, 2, 1, 5, 3, 2, 5, 4, 2, 6, 5, 4, 4, 4, 1, 6, 5, 5, 4, 2, 5, 5, 5, 5, 4, 3]",[]
18000,42,90,4910.285714285715,105.32202380952387,9.0,3.4047619047619047,120.07142857142857,116.4761904761905,21.047619047619047,45.78571428571429,3.523809523809524,"[18002, 18002, 15003, 12003, 12003, 11005, 10006, 10005, 9006, 8005, 7006, 7005, 7004, 6004, 5007, 5005, 5004, 4007, 4006, 4004, 3008, 3007, 3006, 3006, 3003, 2008, 2007, 2007, 2004, 1007, 1007, 1007, 1007, 1006, 1005, 8, 8, 7, 7, 6, 6, 3]","[0, 0, 1, 1, 1, 3, 4, 3, 4, 3, 4, 3, 2, 2, 5, 3, 2, 5, 4, 2, 6, 5, 4, 4, 1, 6, 5, 5, 2, 5, 5, 5, 5, 4, 3, 6, 6, 5, 5, 4, 4, 1]",[]
19000,44,105,5031.3589743589755,117.90705128205126,9.256410256410255,3.4615384615384617,120.05128205128206,116.02564102564102,20.58974358974359,46.87179487179486,3.717948717948718,"[19002, 19002, 16003, 13003, 11006, 11005, 10006, 9005, 8006, 8005, 7004, 6007, 6005, 6004, 5006, 5004, 4008, 4007, 4006, 4003, 3007, 3004, 2007, 2007, 2007, 2006, 2005, 1008, 1008, 1007, 1006, 1003, 9, 8, 8, 7, 7, 6, 6]","[0, 0, 1, 1, 4, 3, 4, 3, 4, 3, 2, 5, 3, 2, 4, 2, 6, 5, 4, 1, 5, 2, 5, 5, 5, 4, 3, 6, 6, 5, 4, 1, 7, 6, 6, 5, 5, 4, 4]","[[([9, 3, 155, 101, 19], 0)], [([9, 3, 155, 101, 19], 0), ([9, 3, 155, 95, 19], 1)], [([8, 3, 73, 116, 20], 0), ([8, 2, 73, 116, 20], 1)], [([9, 4, 146, 101, 22], 0), ([9, 4, 146, 118, 22], 1), ([9, 4, 146, 118, 22], 2), ([9, 3, 146, 118, 22], 3), ([9, 3, 131, 118, 22], 4)], [([9, 3, 155, 101, 19], 0), ([9, 3, 155, 95, 19], 1), ([9, 3, 155, 105, 19], 2), ([9, 3, 155, 105, 16], 3)], [([8, 3, 73, 116, 20], 0), ([13, 3, 73, 116, 20], 1), ([13, 3, 73, 115, 20], 2), ([13, 3, 73, 126, 20], 3), ([10, 3, 73, 126, 20], 4)], [([9, 4, 146, 101, 22], 0), ([9, 4, 146, 118, 22], 1), ([9, 4, 146, 118, 22], 2), ([9, 3, 146, 118, 22], 3), ([9, 3, 126, 118, 22], 4)], [([9, 4, 113, 114, 23], 0), ([8, 4, 113, 114, 23], 1), ([8, 4, 123, 114, 23], 2), ([8, 4, 111, 114, 23], 3)], [([8, 3, 73, 116, 20], 0), ([8, 3, 73, 116, 22], 1), ([8, 3, 80, 116, 22], 2)], [([9, 4, 146, 101, 22], 0), ([9, 4, 146, 118, 22], 1), ([9, 4, 146, 118, 22], 2), ([9, 3, 146, 118, 22], 3), ([9, 3, 131, 118, 22], 4), ([9, 3, 129, 118, 22], 5)], [([8, 3, 73, 116, 20], 0), ([8, 2, 73, 116, 20], 1), ([8, 2, 73, 116, 16], 2), ([8, 2, 73, 116, 16], 3)], [([9, 4, 146, 101, 22], 0), ([9, 4, 146, 118, 22], 1), ([9, 4, 146, 136, 22], 2)], [([9, 3, 155, 101, 19], 0), ([9, 3, 155, 95, 19], 1), ([9, 3, 155, 105, 19], 2), ([9, 3, 155, 105, 16], 3), ([9, 4, 155, 105, 16], 4)], [([8, 3, 73, 116, 20], 0), ([8, 3, 73, 116, 22], 1), ([8, 3, 65, 116, 22], 2)], [([9, 4, 146, 101, 22], 0), ([9, 4, 146, 118, 22], 1), ([9, 4, 146, 118, 22], 2), ([9, 3, 146, 118, 22], 3), ([9, 3, 131, 118, 22], 4), ([9, 3, 129, 118, 22], 5), ([9, 3, 129, 118, 19], 6)], [([8, 3, 73, 116, 20], 0), ([13, 3, 73, 116, 20], 1), ([13, 3, 73, 115, 20], 2), ([13, 3, 73, 126, 20], 3), ([10, 3, 73, 126, 20], 4), ([10, 3, 57, 126, 20], 5)], [([9, 4, 113, 114, 23], 0), ([8, 4, 113, 114, 23], 1), ([8, 4, 108, 114, 23], 2), ([8, 4, 108, 114, 20], 3), ([8, 4, 108, 114, 19], 4)], [([9, 3, 155, 101, 19], 0), ([9, 4, 155, 101, 19], 1)], [([9, 3, 155, 101, 19], 0), ([9, 4, 155, 101, 19], 1), ([9, 4, 155, 101, 15], 2)], [([9, 3, 155, 101, 19], 0), ([9, 3, 155, 95, 19], 1), ([9, 3, 155, 105, 19], 2), ([9, 3, 155, 105, 16], 3), ([9, 4, 155, 105, 16], 4), ([12, 4, 155, 105, 16], 5)], [([9, 4, 146, 101, 22], 0), ([9, 4, 146, 118, 22], 1), ([9, 4, 146, 118, 22], 2), ([9, 5, 146, 118, 22], 3), ([10, 5, 146, 118, 22], 4), ([10, 5, 146, 118, 22], 5)], [([9, 3, 155, 101, 19], 0), ([9, 3, 155, 95, 19], 1), ([9, 3, 155, 105, 19], 2), ([9, 3, 155, 105, 16], 3), ([9, 4, 155, 105, 16], 4)], [([9, 4, 146, 101, 22], 0), ([9, 4, 146, 118, 22], 1), ([9, 4, 146, 136, 22], 2), ([9, 4, 146, 120, 22], 3)], [([8, 3, 73, 116, 20], 0), ([13, 3, 73, 116, 20], 1), ([13, 3, 73, 115, 20], 2), ([13, 3, 73, 126, 20], 3), ([10, 3, 73, 126, 20], 4), ([10, 3, 57, 126, 20], 5), ([10, 3, 57, 128, 20], 6)], [([10, 4, 110, 120, 28], 0), ([10, 4, 110, 123, 28], 1), ([10, 4, 110, 110, 28], 2), ([10, 4, 110, 110, 28], 3), ([10, 4, 110, 123, 28], 4), ([10, 4, 126, 123, 28], 5), ([10, 4, 126, 123, 26], 6)], [([9, 3, 155, 101, 19], 0), ([9, 3, 155, 95, 19], 1), ([9, 3, 155, 105, 19], 2), ([9, 3, 155, 105, 16], 3), ([9, 4, 155, 105, 16], 4), ([9, 4, 155, 114, 16], 5)], [([9, 4, 146, 101, 22], 0), ([9, 4, 146, 118, 22], 1), ([9, 4, 146, 118, 22], 2), ([9, 3, 146, 118, 22], 3), ([9, 3, 146, 118, 22], 4)], [([9, 4, 113, 114, 23], 0), ([11, 4, 113, 114, 23], 1)], [([8, 3, 73, 116, 20], 0), ([13, 3, 73, 116, 20], 1), ([13, 3, 73, 115, 20], 2), ([13, 3, 73, 126, 20], 3), ([10, 3, 73, 126, 20], 4), ([10, 3, 57, 126, 20], 5), ([10, 3, 57, 128, 20], 6), ([10, 3, 57, 128, 20], 7)], [([9, 4, 146, 101, 22], 0), ([9, 4, 146, 118, 22], 1), ([9, 4, 146, 118, 22], 2), ([9, 3, 146, 118, 22], 3), ([9, 3, 131, 118, 22], 4), ([9, 3, 129, 118, 22], 5), ([9, 3, 129, 118, 22], 6)], [([8, 3, 73, 116, 20], 0), ([13, 3, 73, 116, 20], 1), ([13, 3, 73, 115, 20], 2), ([13, 3, 73, 126, 20], 3), ([10, 3, 73, 126, 20], 4), ([10, 3, 57, 126, 20], 5), ([11, 3, 57, 126, 20], 6)], [([9, 4, 146, 101, 22], 0), ([9, 4, 146, 118, 22], 1), ([9, 4, 146, 118, 22], 2), ([9, 3, 146, 118, 22], 3), ([9, 3, 131, 118, 22], 4), ([9, 3, 131, 118, 22], 5)], [([9, 4, 146, 101, 22], 0), ([9, 4, 146, 118, 22], 1), ([9, 4, 146, 118, 22], 2), ([9, 3, 146, 118, 22], 3), ([9, 3, 146, 118, 22], 4), ([9, 3, 146, 118, 17], 5)], [([9, 4, 146, 101, 22], 0), ([9, 4, 146, 118, 22], 1), ([9, 4, 146, 136, 22], 2), ([9, 4, 146, 120, 22], 3), ([11, 4, 146, 120, 22], 4)], [([9, 4, 146, 101, 22], 0), ([9, 4, 146, 118, 22], 1), ([9, 4, 146, 118, 22], 2), ([9, 3, 146, 118, 22], 3), ([9, 3, 131, 118, 22], 4), ([9, 3, 129, 118, 22], 5), ([9, 3, 129, 118, 19], 6), ([8, 3, 129, 118, 19], 7)], [([8, 3, 73, 116, 20], 0), ([13, 3, 73, 116, 20], 1), ([13, 3, 73, 115, 20], 2), ([13, 3, 73, 126, 20], 3), ([10, 3, 73, 126, 20], 4), ([10, 3, 57, 126, 20], 5), ([10, 3, 57, 128, 20], 6), ([10, 2, 57, 128, 20], 7)], [([10, 4, 110, 120, 28], 0), ([10, 4, 110, 123, 28], 1), ([10, 4, 110, 110, 28], 2), ([10, 4, 110, 110, 28], 3), ([10, 4, 110, 123, 28], 4), ([10, 4, 126, 123, 28], 5), ([10, 4, 126, 123, 26], 6), ([10, 4, 126, 123, 26], 7)], [([8, 3, 73, 116, 20], 0), ([13, 3, 73, 116, 20], 1), ([13, 3, 73, 115, 20], 2), ([13, 3, 73, 126, 20], 3), ([10, 3, 73, 126, 20], 4), ([10, 3, 57, 126, 20], 5), ([10, 3, 57, 126, 20], 6)], [([8, 3, 73, 116, 20], 0), ([13, 3, 73, 116, 20], 1), ([13, 3, 73, 115, 20], 2), ([13, 3, 73, 126, 20], 3), ([10, 3, 73, 126, 20], 4), ([10, 3, 68, 126, 20], 5)], [([9, 4, 113, 114, 23], 0), ([8, 4, 113, 114, 23], 1), ([8, 4, 108, 114, 23], 2), ([8, 4, 108, 114, 20], 3), ([8, 4, 108, 114, 19], 4), ([8, 4, 108, 114, 22], 5)], [([9, 4, 146, 101, 22], 0), ([9, 4, 146, 118, 22], 1), ([9, 4, 146, 118, 22], 2), ([9, 3, 146, 118, 22], 3), ([9, 3, 146, 118, 22], 4), ([6, 3, 146, 118, 22], 5)], [([9, 4, 146, 101, 22], 0), ([9, 4, 146, 118, 22], 1), ([9, 4, 146, 136, 22], 2), ([9, 4, 146, 120, 22], 3), ([11, 4, 146, 120, 22], 4), ([11, 4, 146, 120, 22], 5)], [([9, 4, 113, 114, 23], 0), ([8, 4, 113, 114, 23], 1), ([8, 4, 123, 114, 23], 2), ([8, 4, 111, 114, 23], 3), ([8, 4, 111, 114, 23], 4)], [([8, 3, 73, 116, 20], 0), ([8, 2, 73, 116, 20], 1), ([8, 2, 73, 116, 20], 2)]]"
20000,44,105,4483.386363636364,98.69772727272712,9.181818181818182,3.3409090909090913,116.29545454545456,116.72727272727272,20.295454545454547,45.39772727272727,4.113636363636363,"[20002, 17003, 14003, 12006, 12005, 11006, 9006, 9005, 8004, 7007, 7005, 7004, 6006, 6004, 5008, 5007, 5006, 5003, 4004, 3007, 3007, 3006, 3005, 2008, 2008, 2007, 2006, 2003, 1009, 1008, 1008, 1007, 1007, 1006, 9, 9, 9, 8, 7, 7, 7, 7, 6, 4]","[0, 1, 1, 4, 3, 4, 4, 3, 2, 5, 3, 2, 4, 2, 6, 5, 4, 1, 2, 5, 5, 4, 3, 6, 6, 5, 4, 1, 7, 6, 6, 5, 5, 4, 7, 7, 7, 6, 5, 5, 5, 5, 4, 2]",[]
21000,43,114,4843.418604651163,98.45918604651148,9.348837209302326,3.3488372093023258,114.02325581395347,116.09302325581396,20.046511627906977,46.41860465116279,4.209302325581397,"[21002, 18003, 15003, 13006, 13005, 12006, 10006, 10005, 9004, 8007, 7006, 7004, 6007, 6006, 6003, 5004, 4007, 4007, 4006, 3008, 3008, 3007, 3006, 3003, 2008, 2007, 2007, 2006, 1009, 1008, 1007, 1007, 1007, 1007, 1004, 10, 9, 8, 8, 8, 8, 5, 5]","[0, 1, 1, 4, 3, 4, 4, 3, 2, 5, 4, 2, 5, 4, 1, 2, 5, 5, 4, 6, 6, 5, 4, 1, 6, 5, 5, 4, 7, 6, 5, 5, 5, 5, 2, 8, 7, 6, 6, 6, 6, 3, 3]",[]
