Step,Living Noodles,Dead Noodles,Age,Health,Size,Speed,Sight,View,Rep,Loss
31600,28,141,3144.535714285714,128.9771428571425,11.714285714285715,4.964285714285714,127.92857142857143,89.89285714285714,31.857142857142854,37.57142857142857
31650,27,142,3251.333333333333,137.98370370370324,11.74074074074074,4.925925925925926,126.37037037037035,90.11111111111113,31.81481481481481,37.444444444444436
31700,27,142,3301.333333333333,138.51925925925877,11.74074074074074,4.925925925925926,126.37037037037035,90.11111111111113,31.81481481481481,37.444444444444436
31750,27,142,3351.333333333333,136.72222222222177,11.74074074074074,4.925925925925926,126.37037037037035,90.11111111111113,31.81481481481481,37.444444444444436
31800,27,142,3401.333333333333,132.07407407407365,11.74074074074074,4.925925925925926,126.37037037037035,90.11111111111113,31.81481481481481,37.444444444444436
31850,27,142,3451.333333333333,136.0129629629624,11.74074074074074,4.925925925925926,126.37037037037035,90.11111111111113,31.81481481481481,37.444444444444436
31900,26,143,3562.615384615385,146.45961538461512,11.769230769230768,4.961538461538462,126.6153846153846,90.07692307692308,31.80769230769231,37.5
31950,26,143,3612.615384615385,145.94846153846115,11.769230769230768,4.961538461538462,126.6153846153846,90.07692307692308,31.80769230769231,37.5
32000,36,143,2647.944444444445,133.62444444444424,11.722222222222221,4.972222222222221,126.16666666666669,89.16666666666669,31.75,37.305555555555564
32050,35,144,2716.285714285714,135.98285714285635,11.657142857142857,5.0,126.82857142857141,89.45714285714287,31.742857142857147,37.37142857142858
32100,35,144,2766.285714285714,131.22628571428504,11.657142857142857,5.0,126.82857142857141,89.45714285714287,31.742857142857147,37.37142857142858
32150,35,144,2816.285714285714,126.43085714285648,11.657142857142857,5.0,126.82857142857141,89.45714285714287,31.742857142857147,37.37142857142858
32200,35,144,2866.285714285714,121.42971428571363,11.657142857142857,5.0,126.82857142857141,89.45714285714287,31.742857142857147,37.37142857142858
32250,33,146,2713.909090909091,128.90878787878722,11.515151515151516,5.0606060606060606,128.21212121212122,89.75757575757574,31.72727272727273,37.45454545454545
32300,32,147,2715.6875,133.5046874999995,11.53125,5.09375,128.46875,89.71875,31.71875,37.5
32350,32,147,2765.6875,127.66843749999944,11.53125,5.09375,128.46875,89.71875,31.71875,37.5
32400,31,148,2667.483870967742,132.07225806451575,11.580645161290322,5.096774193548387,128.1290322580645,89.67741935483869,31.903225806451612,37.516129032258064
32450,31,148,2717.483870967742,125.90516129032223,11.580645161290322,5.096774193548387,128.1290322580645,89.67741935483869,31.903225806451612,37.516129032258064
32500,31,148,2767.4838709677415,118.28032258064478,11.580645161290322,5.096774193548387,128.1290322580645,89.67741935483869,31.903225806451612,37.516129032258064
32550,31,148,2817.4838709677415,118.31193548387049,11.580645161290322,5.096774193548387,128.1290322580645,89.67741935483869,31.903225806451612,37.516129032258064
32600,30,149,2942.866666666667,119.91433333333265,11.5,5.133333333333334,128.96666666666667,90.03333333333332,31.9,37.6
32650,29,150,3073.2413793103447,123.48827586206804,11.586206896551724,5.137931034482759,128.6206896551724,89.44827586206898,31.896551724137932,37.586206896551715
32700,29,150,3123.2413793103447,121.00275862068895,11.586206896551724,5.137931034482759,128.6206896551724,89.44827586206898,31.896551724137932,37.586206896551715
32750,28,151,3116.642857142857,125.09928571428532,11.642857142857142,5.178571428571429,129.46428571428572,89.42857142857143,32.035714285714285,37.75
32800,28,151,3166.642857142857,121.25928571428526,11.642857142857142,5.178571428571429,129.46428571428572,89.42857142857143,32.035714285714285,37.75
32850,28,151,3216.642857142857,117.97785714285696,11.642857142857142,5.178571428571429,129.46428571428572,89.42857142857143,32.035714285714285,37.75
32900,27,152,3353.888888888889,117.61481481481471,11.666666666666664,5.185185185185184,129.11111111111111,88.8888888888889,32.03703703703704,37.66666666666666
32950,26,153,3113.3076923076924,124.68461538461504,11.692307692307693,5.153846153846153,128.73076923076923,89.07692307692308,32.03846153846154,37.653846153846146
33000,33,153,2494.4848484848485,122.44787878787848,11.696969696969695,5.181818181818182,128.54545454545453,88.81818181818181,32.03030303030303,37.63636363636363
33050,32,154,2590.96875,125.37624999999944,11.625,5.21875,129.59375,89.125,32.03125,37.75
33100,30,156,2443.0333333333333,133.28966666666642,11.7,5.233333333333333,129.43333333333334,90.0,31.9,37.93333333333333
33150,30,156,2493.0333333333333,129.82566666666642,11.7,5.233333333333333,129.43333333333334,90.0,31.9,37.93333333333333
33200,29,157,2588.9310344827586,130.05758620689622,11.724137931034482,5.137931034482759,129.10344827586206,90.20689655172414,31.86206896551724,37.862068965517246
33250,29,157,2638.9310344827586,126.27931034482724,11.724137931034482,5.137931034482759,129.10344827586206,90.20689655172414,31.86206896551724,37.862068965517246
33300,28,158,2773.857142857143,124.76071428571392,11.75,5.142857142857143,127.32142857142857,89.89285714285714,32.07142857142857,37.714285714285715
33350,27,159,2766.962962962963,130.8403703703701,11.777777777777779,5.148148148148149,126.88888888888887,90.11111111111113,32.074074074074076,37.74074074074074
33400,27,159,2816.962962962963,136.1511111111105,11.777777777777779,5.148148148148149,126.88888888888887,90.11111111111113,32.074074074074076,37.74074074074074
33450,27,159,2866.962962962963,134.81666666666558,11.777777777777779,5.148148148148149,126.88888888888887,90.11111111111113,32.074074074074076,37.74074074074074
33500,27,159,2916.962962962963,130.15518518518422,11.777777777777779,5.148148148148149,126.88888888888887,90.11111111111113,32.074074074074076,37.74074074074074
33550,26,160,3059.5,138.87499999999903,11.807692307692307,5.153846153846153,126.42307692307692,90.34615384615385,32.03846153846154,37.769230769230774
33600,26,160,3109.5,140.45923076922944,11.807692307692307,5.153846153846153,126.42307692307692,90.34615384615385,32.03846153846154,37.769230769230774
33650,26,160,3159.5,131.0934615384602,11.807692307692307,5.153846153846153,126.42307692307692,90.34615384615385,32.03846153846154,37.769230769230774
33700,26,160,3209.5,126.7638461538448,11.807692307692307,5.153846153846153,126.42307692307692,90.34615384615385,32.03846153846154,37.769230769230774
33750,26,160,3259.5,121.53769230769095,11.807692307692307,5.153846153846153,126.42307692307692,90.34615384615385,32.03846153846154,37.769230769230774
33800,26,160,3309.5,123.20692307692192,11.807692307692307,5.153846153846153,126.42307692307692,90.34615384615385,32.03846153846154,37.769230769230774
33850,25,161,3379.48,135.57999999999836,11.84,5.12,125.92,90.6,32.0,37.76
33900,23,163,3561.608695652174,145.3743478260853,11.91304347826087,5.130434782608695,126.2608695652174,90.91304347826087,32.39130434782609,37.91304347826087
33950,23,163,3611.608695652174,140.09869565217204,11.91304347826087,5.130434782608695,126.2608695652174,90.91304347826087,32.39130434782609,37.91304347826087
34000,28,163,3009.392857142857,143.70285714285566,12.035714285714285,5.071428571428571,125.96428571428572,90.82142857142857,32.357142857142854,37.964285714285715
34050,28,163,3059.392857142857,152.2349999999985,12.035714285714285,5.071428571428571,125.96428571428572,90.82142857142857,32.357142857142854,37.964285714285715
34100,28,163,3109.392857142857,153.1371428571415,12.035714285714285,5.071428571428571,125.96428571428572,90.82142857142857,32.357142857142854,37.964285714285715
34150,28,163,3159.392857142857,150.54035714285567,12.035714285714285,5.071428571428571,125.96428571428572,90.82142857142857,32.357142857142854,37.964285714285715
34200,28,163,3209.392857142857,149.5489285714273,12.035714285714285,5.071428571428571,125.96428571428572,90.82142857142857,32.357142857142854,37.964285714285715
34250,27,164,3296.444444444445,154.59518518518385,11.962962962962965,5.111111111111111,125.92592592592592,90.88888888888887,32.51851851851852,37.925925925925924
34300,27,164,3346.444444444445,149.83222222222085,11.962962962962965,5.111111111111111,125.92592592592592,90.88888888888887,32.51851851851852,37.925925925925924
34350,27,164,3396.444444444445,147.59888888888744,11.962962962962965,5.111111111111111,125.92592592592592,90.88888888888887,32.51851851851852,37.925925925925924
34400,27,164,3446.444444444445,140.26925925925772,11.962962962962965,5.111111111111111,125.92592592592592,90.88888888888887,32.51851851851852,37.925925925925924
34450,27,164,3496.444444444445,148.0307407407391,11.962962962962965,5.111111111111111,125.92592592592592,90.88888888888887,32.51851851851852,37.925925925925924
34500,27,164,3546.444444444445,141.70518518518338,11.962962962962965,5.111111111111111,125.92592592592592,90.88888888888887,32.51851851851852,37.925925925925924
34550,27,164,3596.444444444445,143.9759259259237,11.962962962962965,5.111111111111111,125.92592592592592,90.88888888888887,32.51851851851852,37.925925925925924
34600,25,166,3689.6,152.70519999999829,11.92,5.2,127.24,90.96,32.72,38.08
34650,24,167,3867.916666666666,167.00166666666476,11.833333333333336,5.25,127.25,91.04166666666669,32.75,38.04166666666666
34700,24,167,3917.916666666666,162.29624999999908,11.833333333333336,5.25,127.25,91.04166666666669,32.75,38.04166666666666
34750,24,167,3967.916666666666,158.88291666666638,11.833333333333336,5.25,127.25,91.04166666666669,32.75,38.04166666666666
34800,23,168,3983.478260869565,163.6100000000001,11.782608695652176,5.217391304347826,126.7391304347826,91.34782608695652,32.78260869565217,37.95652173913044
34850,23,168,4033.478260869565,168.7443478260868,11.782608695652176,5.217391304347826,126.7391304347826,91.34782608695652,32.78260869565217,37.95652173913044
34900,23,168,4083.478260869565,169.60739130434771,11.782608695652176,5.217391304347826,126.7391304347826,91.34782608695652,32.78260869565217,37.95652173913044
34950,22,169,4096.090909090909,170.9359090909094,11.681818181818182,5.2727272727272725,127.72727272727272,91.4090909090909,32.95454545454545,38.0
35000,26,169,3510.0,161.77461538461588,11.615384615384615,5.307692307692308,126.92307692307692,90.42307692307692,33.96153846153846,37.769230769230774
35050,26,169,3560.0,162.93846153846158,11.615384615384615,5.307692307692308,126.92307692307692,90.42307692307692,33.96153846153846,37.769230769230774
35100,26,169,3610.0,164.18692307692314,11.615384615384615,5.307692307692308,126.92307692307692,90.42307692307692,33.96153846153846,37.769230769230774
35150,26,169,3660.0,163.17153846153832,11.615384615384615,5.307692307692308,126.92307692307692,90.42307692307692,33.96153846153846,37.769230769230774
35200,26,169,3710.0,159.15961538461534,11.615384615384615,5.307692307692308,126.92307692307692,90.42307692307692,33.96153846153846,37.769230769230774
35250,25,170,3860.12,161.4056000000004,11.52,5.36,127.8,90.44,33.88,37.8
35300,25,170,3910.12,159.06600000000037,11.52,5.36,127.8,90.44,33.88,37.8
35350,25,170,3960.12,154.1032000000002,11.52,5.36,127.8,90.44,33.88,37.8
35400,25,170,4010.12,150.9472000000003,11.52,5.36,127.8,90.44,33.88,37.8
35450,25,170,4060.12,152.47720000000024,11.52,5.36,127.8,90.44,33.88,37.8
35500,23,172,4205.913043478261,160.37173913043586,11.478260869565215,5.434782608695652,128.30434782608697,90.7391304347826,34.08695652173913,37.91304347826087
35550,23,172,4255.913043478261,161.00043478260974,11.478260869565215,5.434782608695652,128.30434782608697,90.7391304347826,34.08695652173913,37.91304347826087
35600,23,172,4305.913043478261,163.5186956521749,11.478260869565215,5.434782608695652,128.30434782608697,90.7391304347826,34.08695652173913,37.91304347826087
35650,23,172,4355.913043478261,166.4556521739138,11.478260869565215,5.434782608695652,128.30434782608697,90.7391304347826,34.08695652173913,37.91304347826087
35700,23,172,4405.913043478261,165.69565217391371,11.478260869565215,5.434782608695652,128.30434782608697,90.7391304347826,34.08695652173913,37.91304347826087
35750,23,172,4455.913043478261,164.66086956521738,11.478260869565215,5.434782608695652,128.30434782608697,90.7391304347826,34.08695652173913,37.91304347826087
35800,23,172,4505.913043478261,163.88260869565212,11.478260869565215,5.434782608695652,128.30434782608697,90.7391304347826,34.08695652173913,37.91304347826087
35850,23,172,4555.913043478261,160.0043478260868,11.478260869565215,5.434782608695652,128.30434782608697,90.7391304347826,34.08695652173913,37.91304347826087
35900,23,172,4605.913043478261,164.4186956521738,11.478260869565215,5.434782608695652,128.30434782608697,90.7391304347826,34.08695652173913,37.91304347826087
35950,22,173,4824.0,173.02363636363648,11.363636363636365,5.5,129.36363636363637,90.77272727272728,34.0,37.95454545454545
36000,30,173,3577.133333333333,159.39533333333338,11.433333333333335,5.366666666666666,132.6,91.86666666666666,33.333333333333336,38.333333333333336
36050,30,173,3627.133333333333,168.13333333333298,11.433333333333335,5.366666666666666,132.6,91.86666666666666,33.333333333333336,38.333333333333336
36100,30,173,3677.133333333333,162.5383333333329,11.433333333333335,5.366666666666666,132.6,91.86666666666666,33.333333333333336,38.333333333333336
36150,30,173,3727.133333333333,160.636333333333,11.433333333333335,5.366666666666666,132.6,91.86666666666666,33.333333333333336,38.333333333333336
36200,30,173,3777.133333333333,155.765333333333,11.433333333333335,5.366666666666666,132.6,91.86666666666666,33.333333333333336,38.333333333333336
36250,30,173,3827.133333333333,148.8519999999997,11.433333333333335,5.366666666666666,132.6,91.86666666666666,33.333333333333336,38.333333333333336
36300,30,173,3877.133333333333,147.99533333333298,11.433333333333335,5.366666666666666,132.6,91.86666666666666,33.333333333333336,38.333333333333336
36350,30,173,3927.133333333333,146.5539999999997,11.433333333333335,5.366666666666666,132.6,91.86666666666666,33.333333333333336,38.333333333333336
36400,30,173,3977.133333333333,139.05266666666694,11.433333333333335,5.366666666666666,132.6,91.86666666666666,33.333333333333336,38.333333333333336
36450,29,174,4150.103448275861,144.0041379310342,11.448275862068966,5.379310344827586,132.3793103448276,91.6206896551724,33.586206896551715,38.31034482758621
36500,29,174,4200.103448275861,136.96758620689621,11.448275862068966,5.379310344827586,132.3793103448276,91.6206896551724,33.586206896551715,38.31034482758621
36550,29,174,4250.103448275861,143.26379310344802,11.448275862068966,5.379310344827586,132.3793103448276,91.6206896551724,33.586206896551715,38.31034482758621
36600,29,174,4300.103448275861,142.33137931034526,11.448275862068966,5.379310344827586,132.3793103448276,91.6206896551724,33.586206896551715,38.31034482758621
36650,29,174,4350.103448275861,140.01344827586252,11.448275862068966,5.379310344827586,132.3793103448276,91.6206896551724,33.586206896551715,38.31034482758621
36700,29,174,4400.103448275861,133.84310344827634,11.448275862068966,5.379310344827586,132.3793103448276,91.6206896551724,33.586206896551715,38.31034482758621
36750,29,174,4450.103448275861,133.99103448275892,11.448275862068966,5.379310344827586,132.3793103448276,91.6206896551724,33.586206896551715,38.31034482758621
36800,29,174,4500.103448275861,129.29103448275916,11.448275862068966,5.379310344827586,132.3793103448276,91.6206896551724,33.586206896551715,38.31034482758621
36850,28,175,4646.035714285715,132.1153571428575,11.464285714285715,5.357142857142857,133.28571428571428,91.89285714285714,33.17857142857143,38.42857142857143
36900,28,175,4696.035714285715,129.97678571428614,11.464285714285715,5.357142857142857,133.28571428571428,91.89285714285714,33.17857142857143,38.42857142857143
36950,28,175,4746.035714285715,126.13392857142912,11.464285714285715,5.357142857142857,133.28571428571428,91.89285714285714,33.17857142857143,38.42857142857143
37000,36,176,3705.138888888889,121.25500000000041,11.416666666666664,5.416666666666668,133.05555555555554,90.58333333333331,33.47222222222222,38.305555555555564
37050,36,176,3755.138888888889,124.99916666666708,11.416666666666664,5.416666666666668,133.05555555555554,90.58333333333331,33.47222222222222,38.305555555555564
37100,36,176,3805.138888888889,121.97777777777841,11.416666666666664,5.416666666666668,133.05555555555554,90.58333333333331,33.47222222222222,38.305555555555564
37150,36,176,3855.138888888889,114.35611111111179,11.416666666666664,5.416666666666668,133.05555555555554,90.58333333333331,33.47222222222222,38.305555555555564
37200,36,176,3905.138888888889,107.01333333333412,11.416666666666664,5.416666666666668,133.05555555555554,90.58333333333331,33.47222222222222,38.305555555555564
37250,35,177,3946.4285714285716,105.86114285714386,11.457142857142856,5.428571428571429,132.88571428571427,90.77142857142857,33.542857142857144,38.37142857142858
37300,33,179,4189.575757575758,114.65151515151615,11.393939393939394,5.4848484848484835,133.6969696969697,91.0,33.484848484848484,38.45454545454545
37350,33,179,4239.575757575758,108.3051515151522,11.393939393939394,5.4848484848484835,133.6969696969697,91.0,33.484848484848484,38.45454545454545
37400,31,181,4217.258064516129,115.22967741935581,11.419354838709678,5.516129032258066,132.74193548387098,90.96774193548387,33.45161290322581,38.41935483870968
37450,28,184,4425.071428571428,124.35714285714359,11.464285714285715,5.571428571428571,132.07142857142858,90.64285714285714,33.82142857142857,38.42857142857143
37500,28,184,4475.071428571428,122.57142857142935,11.464285714285715,5.571428571428571,132.07142857142858,90.64285714285714,33.82142857142857,38.42857142857143
37550,28,184,4525.071428571428,130.88714285714366,11.464285714285715,5.571428571428571,132.07142857142858,90.64285714285714,33.82142857142857,38.42857142857143
37600,27,185,4684.814814814815,132.13370370370433,11.481481481481481,5.5555555555555545,130.33333333333334,90.96296296296295,33.888888888888886,38.333333333333336
37650,27,185,4734.814814814815,134.94592592592662,11.481481481481481,5.5555555555555545,130.33333333333334,90.96296296296295,33.888888888888886,38.333333333333336
37700,26,186,4787.807692307692,141.2080769230774,11.384615384615385,5.615384615384616,130.96153846153842,91.0,34.07692307692308,38.346153846153854
37750,25,187,5000.88,145.7592000000016,11.36,5.6,130.64,91.36,34.16,38.32
37800,25,187,5050.88,144.80320000000168,11.36,5.6,130.64,91.36,34.16,38.32
37850,25,187,5100.88,143.42840000000126,11.36,5.6,130.64,91.36,34.16,38.32
37900,24,188,4910.958333333333,148.84500000000136,11.375,5.583333333333332,131.20833333333334,91.66666666666669,34.25,38.41666666666666
37950,24,188,4960.958333333333,149.4762500000014,11.375,5.583333333333332,131.20833333333334,91.66666666666669,34.25,38.41666666666666
38000,33,188,3647.5757575757575,141.878484848486,11.424242424242426,5.575757575757576,131.1818181818182,91.1818181818182,33.90909090909091,38.39393939393939
38050,33,188,3697.5757575757575,142.67121212121333,11.424242424242426,5.575757575757576,131.1818181818182,91.1818181818182,33.90909090909091,38.39393939393939
38100,33,188,3747.5757575757575,134.5118181818194,11.424242424242426,5.575757575757576,131.1818181818182,91.1818181818182,33.90909090909091,38.39393939393939
38150,33,188,3797.5757575757575,136.0333333333346,11.424242424242426,5.575757575757576,131.1818181818182,91.1818181818182,33.90909090909091,38.39393939393939
38200,32,189,3617.5,132.0490625000017,11.4375,5.59375,130.9375,91.40625,33.96875,38.4375
38250,32,189,3667.5,134.00531250000176,11.4375,5.59375,130.9375,91.40625,33.96875,38.4375
38300,32,189,3717.5,129.78656250000193,11.4375,5.59375,130.9375,91.40625,33.96875,38.4375
38350,31,190,3490.4193548387098,130.9338709677438,11.35483870967742,5.645161290322582,131.41935483870967,90.61290322580645,34.16129032258065,38.354838709677416
38400,30,191,3644.6,128.3923333333353,11.3,5.633333333333334,132.1,90.83333333333331,33.8,38.36666666666667
38450,29,192,3806.103448275862,130.6086206896573,11.379310344827585,5.655172413793102,132.34482758620692,91.06896551724138,33.724137931034484,38.51724137931035
38500,29,192,3856.103448275862,130.01482758620895,11.379310344827585,5.655172413793102,132.34482758620692,91.06896551724138,33.724137931034484,38.51724137931035
38550,29,192,3906.103448275862,135.3334482758644,11.379310344827585,5.655172413793102,132.34482758620692,91.06896551724138,33.724137931034484,38.51724137931035
38600,29,192,3956.103448275862,131.38793103448518,11.379310344827585,5.655172413793102,132.34482758620692,91.06896551724138,33.724137931034484,38.51724137931035
38650,29,192,4006.103448275862,129.7496551724157,11.379310344827585,5.655172413793102,132.34482758620692,91.06896551724138,33.724137931034484,38.51724137931035
38700,29,192,4056.103448275862,121.96965517241577,11.379310344827585,5.655172413793102,132.34482758620692,91.06896551724138,33.724137931034484,38.51724137931035
38750,28,193,4225.642857142857,128.94928571428784,11.285714285714285,5.7142857142857135,132.53571428571428,90.17857142857143,33.857142857142854,38.392857142857146
38800,28,193,4275.642857142857,128.32428571428792,11.285714285714285,5.7142857142857135,132.53571428571428,90.17857142857143,33.857142857142854,38.392857142857146
38850,26,195,4476.7307692307695,134.75730769231018,11.307692307692307,5.730769230769232,131.23076923076923,90.15384615384615,34.230769230769226,38.307692307692314
38900,26,195,4526.73076923077,131.91115384615634,11.307692307692307,5.730769230769232,131.23076923076923,90.15384615384615,34.230769230769226,38.307692307692314
38950,26,195,4576.73076923077,135.43153846154098,11.307692307692307,5.730769230769232,131.23076923076923,90.15384615384615,34.230769230769226,38.307692307692314
39000,33,195,3647.909090909091,126.51272727272898,11.272727272727273,5.727272727272728,131.0909090909091,88.9090909090909,34.333333333333336,38.12121212121213
39050,32,196,3749.125,138.01062500000182,11.1875,5.78125,131.625,88.875,34.15625,38.125
39100,32,196,3799.125,136.44812500000188,11.1875,5.78125,131.625,88.875,34.15625,38.125
39150,32,196,3849.125,132.62312500000206,11.1875,5.78125,131.625,88.875,34.15625,38.125
39200,32,196,3899.125,126.56218750000193,11.1875,5.78125,131.625,88.875,34.15625,38.125
39250,32,196,3949.125,124.55812500000202,11.1875,5.78125,131.625,88.875,34.15625,38.125
39300,32,196,3999.125,120.4956250000021,11.1875,5.78125,131.625,88.875,34.15625,38.125
39350,32,196,4049.125,116.52062500000228,11.1875,5.78125,131.625,88.875,34.15625,38.125
39400,31,197,3960.064516129032,115.55290322580916,11.193548387096774,5.806451612903227,131.83870967741936,89.03225806451613,34.09677419354839,38.19354838709677
39450,31,197,4010.064516129032,115.44967741935743,11.193548387096774,5.806451612903227,131.83870967741936,89.03225806451613,34.09677419354839,38.19354838709677
39500,31,197,4060.064516129032,107.92129032258327,11.193548387096774,5.806451612903227,131.83870967741936,89.03225806451613,34.09677419354839,38.19354838709677
39550,31,197,4110.064516129032,112.92838709677687,11.193548387096774,5.806451612903227,131.83870967741936,89.03225806451613,34.09677419354839,38.19354838709677
39600,31,197,4160.064516129032,113.18645161290593,11.193548387096774,5.806451612903227,131.83870967741936,89.03225806451613,34.09677419354839,38.19354838709677
39650,31,197,4210.064516129032,110.57096774193809,11.193548387096774,5.806451612903227,131.83870967741936,89.03225806451613,34.09677419354839,38.19354838709677
39700,30,198,4244.966666666666,109.25400000000292,11.266666666666667,5.8,132.4,89.2,33.73333333333333,38.333333333333336
39750,28,200,3975.9285714285716,112.7285714285738,11.285714285714285,5.7857142857142865,133.07142857142858,89.64285714285714,33.392857142857146,38.464285714285715
39800,27,201,4108.0,113.87925925926059,11.296296296296294,5.814814814814816,132.85185185185185,89.51851851851852,33.44444444444444,38.481481481481474
39850,25,203,4101.76,130.96160000000177,11.32,5.84,132.36,89.12,33.76,38.44
39900,25,203,4151.76,128.67720000000176,11.32,5.84,132.36,89.12,33.76,38.44
39950,23,205,4222.652173913043,131.51043478261224,11.347826086956523,5.913043478260869,132.3913043478261,88.56521739130434,33.608695652173914,38.47826086956522
40000,27,206,3604.481481481481,134.3181481481511,11.444444444444445,6.0,132.44444444444446,86.96296296296295,33.37037037037037,38.444444444444436
40050,27,206,3654.481481481481,140.37148148148412,11.444444444444445,6.0,132.44444444444446,86.96296296296295,33.37037037037037,38.444444444444436
40100,26,207,3804.115384615385,146.11807692307931,11.5,6.0,133.11538461538458,87.07692307692308,32.92307692307692,38.57692307692308
40150,26,207,3854.115384615385,145.77769230769468,11.5,6.0,133.11538461538458,87.07692307692308,32.92307692307692,38.57692307692308
40200,25,208,3691.96,142.39160000000211,11.4,6.08,133.36,85.92,33.12,38.44
40250,25,208,3741.96,150.19280000000182,11.4,6.08,133.36,85.92,33.12,38.44
40300,25,208,3791.96,147.60520000000187,11.4,6.08,133.36,85.92,33.12,38.44
40350,25,208,3841.96,147.6744000000018,11.4,6.08,133.36,85.92,33.12,38.44
40400,25,208,3891.96,150.28640000000152,11.4,6.08,133.36,85.92,33.12,38.44
40450,25,208,3941.96,148.16920000000144,11.4,6.08,133.36,85.92,33.12,38.44
40500,25,208,3991.96,143.2152000000017,11.4,6.08,133.36,85.92,33.12,38.44
40550,25,208,4041.96,137.84520000000168,11.4,6.08,133.36,85.92,33.12,38.44
40600,25,208,4091.96,129.02520000000177,11.4,6.08,133.36,85.92,33.12,38.44
40650,24,209,3912.041666666666,136.84791666666808,11.416666666666664,6.125,133.125,85.375,33.416666666666664,38.41666666666666
40700,24,209,3962.041666666666,140.89916666666787,11.416666666666664,6.125,133.125,85.375,33.416666666666664,38.41666666666666
40750,24,209,4012.041666666666,144.77375000000131,11.416666666666664,6.125,133.125,85.375,33.416666666666664,38.41666666666666
40800,23,210,4203.304347826087,147.42521739130575,11.434782608695652,6.130434782608695,133.91304347826087,85.43478260869566,33.13043478260869,38.52173913043478
40850,23,210,4253.304347826087,150.07739130434925,11.434782608695652,6.130434782608695,133.91304347826087,85.43478260869566,33.13043478260869,38.52173913043478
40900,23,210,4303.304347826087,154.12130434782708,11.434782608695652,6.130434782608695,133.91304347826087,85.43478260869566,33.13043478260869,38.52173913043478
40950,23,210,4353.304347826087,154.91826086956576,11.434782608695652,6.130434782608695,133.91304347826087,85.43478260869566,33.13043478260869,38.52173913043478
41000,31,210,3270.322580645161,142.19483870967784,11.35483870967742,6.03225806451613,131.5483870967742,87.12903225806451,33.354838709677416,38.354838709677416
41050,31,210,3320.322580645161,142.10000000000088,11.35483870967742,6.03225806451613,131.5483870967742,87.12903225806451,33.354838709677416,38.354838709677416
41100,30,211,3378.9666666666667,144.35000000000096,11.366666666666667,6.066666666666666,131.3,86.73333333333332,33.5,38.333333333333336
41150,30,211,3428.9666666666667,149.91733333333437,11.366666666666667,6.066666666666666,131.3,86.73333333333332,33.5,38.333333333333336
41200,30,211,3478.9666666666667,143.21733333333438,11.366666666666667,6.066666666666666,131.3,86.73333333333332,33.5,38.333333333333336
41250,30,211,3528.9666666666667,138.61333333333428,11.366666666666667,6.066666666666666,131.3,86.73333333333332,33.5,38.333333333333336
41300,30,211,3578.9666666666667,138.76266666666777,11.366666666666667,6.066666666666666,131.3,86.73333333333332,33.5,38.333333333333336
41350,30,211,3628.9666666666662,134.07466666666735,11.366666666666667,6.066666666666666,131.3,86.73333333333332,33.5,38.333333333333336
41400,30,211,3678.9666666666662,129.5746666666673,11.366666666666667,6.066666666666666,131.3,86.73333333333332,33.5,38.333333333333336
41450,30,211,3728.9666666666662,125.8233333333339,11.366666666666667,6.066666666666666,131.3,86.73333333333332,33.5,38.333333333333336
41500,30,211,3778.9666666666662,125.53066666666722,11.366666666666667,6.066666666666666,131.3,86.73333333333332,33.5,38.333333333333336
41550,30,211,3828.9666666666662,125.58333333333358,11.366666666666667,6.066666666666666,131.3,86.73333333333332,33.5,38.333333333333336
41600,30,211,3878.9666666666662,123.87733333333358,11.366666666666667,6.066666666666666,131.3,86.73333333333332,33.5,38.333333333333336
41650,29,212,3938.172413793103,132.31448275862138,11.379310344827585,6.068965517241379,130.20689655172413,86.89655172413794,33.55172413793103,38.27586206896552
41700,28,213,3890.9285714285716,132.2907142857151,11.392857142857142,6.071428571428571,129.03571428571428,87.07142857142857,33.607142857142854,38.214285714285715
41750,28,213,3940.9285714285716,132.77500000000086,11.392857142857142,6.071428571428571,129.03571428571428,87.07142857142857,33.607142857142854,38.214285714285715
41800,28,213,3990.9285714285716,125.37357142857195,11.392857142857142,6.071428571428571,129.03571428571428,87.07142857142857,33.607142857142854,38.214285714285715
41850,28,213,4040.9285714285716,125.09107142857194,11.392857142857142,6.071428571428571,129.03571428571428,87.07142857142857,33.607142857142854,38.214285714285715
41900,27,214,3949.481481481481,127.64999999999986,11.407407407407408,6.111111111111112,128.7037037037037,86.62962962962963,33.666666666666664,38.185185185185176
41950,27,214,3999.481481481481,123.25592592592581,11.407407407407408,6.111111111111112,128.7037037037037,86.62962962962963,33.666666666666664,38.185185185185176
42000,36,214,3040.444444444445,119.75499999999994,11.472222222222221,6.111111111111112,127.30555555555556,88.47222222222223,34.138888888888886,38.361111111111114
42050,35,215,3148.3714285714286,131.35828571428567,11.485714285714286,6.142857142857142,126.42857142857143,88.45714285714287,34.2,38.31428571428572
42100,34,216,3200.9411764705883,129.78470588235336,11.5,6.1764705882352935,126.47058823529413,88.58823529411767,34.323529411764696,38.382352941176464
42150,33,217,3192.9696969696975,131.29090909090894,11.515151515151516,6.121212121212121,126.9090909090909,88.75757575757574,34.36363636363637,38.39393939393939
42200,31,219,3373.967741935484,134.75000000000003,11.516129032258064,6.225806451612903,126.61290322580645,89.51612903225808,34.38709677419355,38.58064516129032
42250,28,222,3334.107142857143,150.6624999999995,11.5,6.25,125.60714285714286,90.28571428571428,34.17857142857143,38.57142857142857
