Step,Living Noodles,Dead Noodles,Age,Health,Size,Speed,Sight,View,Rep,Loss,Gen,Ages,Gens,Ancestors
90000,15,258,4282.533333333334,151.97566666666657,11.333333333333336,4.6,152.06666666666666,127.33333333333331,27.8,78.2,13.866666666666667,"[18014, 13012, 8014, 7017, 4013, 3016, 3015, 2020, 2017, 2016, 1019, 1015, 18, 16, 16]","[12, 10, 12, 15, 11, 14, 13, 18, 15, 14, 17, 13, 16, 14, 14]",[]
91000,14,262,3374.0714285714284,172.78428571428566,12.142857142857142,4.857142857142857,149.64285714285714,128.35714285714286,29.57142857142857,87.35714285714286,14.928571428571427,"[19014, 8017, 4015, 3020, 3017, 3016, 2019, 2015, 1018, 1016, 1016, 21, 17, 16]","[12, 15, 13, 18, 15, 14, 17, 13, 16, 14, 14, 19, 15, 14]",[]
92000,13,266,3401.1538461538457,195.64346153846168,12.230769230769232,5.0769230769230775,147.61538461538458,126.76923076923076,29.384615384615387,91.65384615384615,14.538461538461537,"[20014, 5015, 4017, 4016, 3019, 3015, 2016, 1021, 1017, 1016, 17, 17, 15]","[12, 13, 15, 14, 17, 13, 14, 19, 15, 14, 15, 15, 13]",[]
93000,18,267,3072.388888888889,162.82416666666668,12.222222222222221,5.0,148.88888888888889,126.61111111111113,29.11111111111111,89.80555555555556,14.833333333333336,"[21014, 6015, 5017, 5016, 4019, 4015, 3016, 2021, 2016, 1017, 1017, 1015, 20, 18, 18, 17, 16, 16]","[12, 13, 15, 14, 17, 13, 14, 19, 14, 15, 15, 13, 18, 16, 16, 15, 14, 14]",[]
94000,14,274,2302.428571428572,154.85785714285728,12.142857142857142,5.071428571428571,149.35714285714286,124.64285714285714,28.42857142857143,89.85714285714286,14.714285714285715,"[6017, 6016, 5019, 5015, 2017, 2017, 2015, 1018, 1017, 1016, 1016, 18, 17, 16]","[15, 14, 17, 13, 15, 15, 13, 16, 15, 14, 14, 16, 15, 14]",[]
95000,13,278,2401.692307692308,178.8319230769231,12.538461538461537,4.9230769230769225,150.30769230769232,125.6153846153846,29.461538461538463,90.0,15.076923076923075,"[7016, 6019, 6015, 3017, 2017, 2016, 2016, 1018, 1017, 1016, 20, 18, 17]","[14, 17, 13, 15, 15, 14, 14, 16, 15, 14, 18, 16, 15]",[]
96000,10,283,2717.8,207.6069999999998,12.7,4.9,148.4,126.2,29.7,91.5,15.8,"[7019, 7015, 4017, 3017, 2018, 2017, 1020, 1017, 20, 18]","[17, 13, 15, 15, 16, 15, 18, 15, 18, 16]",[]
97000,14,283,2660.785714285714,199.54035714285686,13.0,5.071428571428571,150.14285714285714,127.14285714285714,29.714285714285715,96.85714285714286,15.928571428571427,"[8019, 8015, 5017, 4017, 3018, 3017, 2020, 2017, 1020, 1018, 19, 18, 18, 18]","[17, 13, 15, 15, 16, 15, 18, 15, 18, 16, 17, 16, 16, 16]",[]
98000,15,287,2884.8,174.09900000000005,12.8,5.0,149.2,129.73333333333332,29.66666666666667,94.23333333333332,16.133333333333333,"[9019, 9015, 6017, 5017, 4018, 4017, 2020, 2018, 1018, 1018, 21, 20, 18, 18, 18]","[17, 13, 15, 15, 16, 15, 18, 16, 16, 16, 19, 18, 16, 16, 16]",[]
99000,10,295,2518.125,215.02124999999958,13.0,5.25,153.75,132.375,29.375,100.0625,16.125,"[7017, 5017, 2018, 2018, 1021, 1018, 1018, 1018]","[15, 15, 16, 16, 19, 16, 16, 16]","[[([10, 4, 151, 120, 23], 0), ([10, 4, 151, 120, 28], 1), ([10, 4, 151, 113, 28], 2), ([10, 4, 151, 113, 33], 3), ([10, 4, 151, 113, 33], 4), ([10, 4, 151, 130, 33], 5), ([10, 4, 151, 128, 33], 6), ([10, 4, 151, 128, 30], 7), ([10, 4, 151, 123, 30], 8), ([10, 5, 151, 123, 30], 9), ([11, 5, 151, 123, 30], 10), ([13, 5, 151, 123, 30], 11), ([13, 5, 151, 125, 30], 12), ([13, 5, 151, 125, 31], 13), ([13, 6, 151, 125, 31], 14), ([13, 6, 151, 134, 31], 15)], [([10, 4, 151, 120, 23], 0), ([10, 4, 151, 120, 28], 1), ([10, 4, 151, 113, 28], 2), ([10, 4, 151, 113, 33], 3), ([10, 4, 151, 113, 33], 4), ([10, 4, 151, 130, 33], 5), ([10, 4, 151, 128, 33], 6), ([10, 4, 151, 128, 30], 7), ([10, 4, 151, 123, 30], 8), ([10, 5, 151, 123, 30], 9), ([11, 5, 151, 123, 30], 10), ([13, 5, 151, 123, 30], 11), ([13, 5, 151, 125, 30], 12), ([13, 5, 151, 128, 30], 13), ([13, 5, 161, 128, 30], 14), ([13, 5, 164, 128, 30], 15)], [([10, 4, 151, 120, 23], 0), ([10, 4, 151, 120, 28], 1), ([10, 4, 151, 113, 28], 2), ([10, 4, 151, 113, 33], 3), ([10, 4, 151, 113, 33], 4), ([10, 4, 151, 130, 33], 5), ([10, 4, 151, 128, 33], 6), ([10, 4, 151, 128, 30], 7), ([10, 4, 151, 123, 30], 8), ([10, 5, 151, 123, 30], 9), ([11, 5, 151, 123, 30], 10), ([13, 5, 151, 123, 30], 11), ([13, 5, 151, 125, 30], 12), ([13, 5, 151, 125, 31], 13), ([13, 6, 151, 125, 31], 14), ([13, 6, 151, 134, 31], 15), ([13, 6, 151, 145, 31], 16)], [([10, 4, 151, 120, 23], 0), ([10, 4, 151, 120, 28], 1), ([10, 4, 151, 113, 28], 2), ([10, 4, 151, 113, 33], 3), ([10, 4, 151, 113, 33], 4), ([10, 4, 151, 130, 33], 5), ([10, 4, 151, 128, 33], 6), ([10, 4, 151, 128, 30], 7), ([10, 4, 151, 123, 30], 8), ([10, 5, 151, 123, 30], 9), ([11, 5, 151, 123, 30], 10), ([13, 5, 151, 123, 30], 11), ([13, 5, 151, 125, 30], 12), ([13, 5, 151, 128, 30], 13), ([13, 5, 152, 128, 30], 14), ([13, 5, 152, 128, 25], 15), ([13, 5, 152, 128, 25], 16)], [([10, 4, 151, 120, 23], 0), ([10, 4, 151, 120, 28], 1), ([10, 4, 151, 113, 28], 2), ([10, 4, 151, 113, 33], 3), ([10, 4, 151, 113, 33], 4), ([10, 4, 151, 130, 33], 5), ([10, 4, 151, 128, 33], 6), ([10, 4, 151, 128, 30], 7), ([10, 4, 151, 123, 30], 8), ([10, 4, 151, 122, 30], 9), ([12, 4, 151, 122, 30], 10), ([12, 4, 151, 122, 30], 11), ([12, 4, 140, 122, 30], 12), ([12, 4, 140, 122, 30], 13), ([12, 4, 145, 122, 30], 14), ([12, 4, 145, 134, 30], 15), ([12, 4, 145, 134, 33], 16), ([13, 4, 145, 134, 33], 17), ([13, 4, 150, 134, 33], 18), ([13, 4, 134, 134, 33], 19)], [([10, 4, 151, 120, 23], 0), ([10, 4, 151, 120, 28], 1), ([10, 4, 151, 113, 28], 2), ([10, 4, 151, 113, 33], 3), ([10, 4, 151, 113, 33], 4), ([10, 4, 151, 130, 33], 5), ([10, 4, 151, 128, 33], 6), ([10, 4, 151, 128, 30], 7), ([10, 4, 151, 123, 30], 8), ([10, 5, 151, 123, 30], 9), ([11, 5, 151, 123, 30], 10), ([13, 5, 151, 123, 30], 11), ([13, 5, 151, 125, 30], 12), ([13, 5, 151, 125, 31], 13), ([13, 6, 151, 125, 31], 14), ([13, 6, 151, 134, 31], 15), ([13, 6, 151, 134, 30], 16)], [([10, 4, 151, 120, 23], 0), ([10, 4, 151, 120, 28], 1), ([10, 4, 151, 113, 28], 2), ([10, 4, 151, 113, 33], 3), ([10, 4, 151, 113, 33], 4), ([10, 4, 151, 130, 33], 5), ([10, 4, 151, 128, 33], 6), ([10, 4, 151, 128, 30], 7), ([10, 4, 151, 123, 30], 8), ([10, 5, 151, 123, 30], 9), ([11, 5, 151, 123, 30], 10), ([13, 5, 151, 123, 30], 11), ([13, 5, 151, 125, 30], 12), ([13, 5, 151, 128, 30], 13), ([13, 5, 161, 128, 30], 14), ([13, 5, 164, 128, 30], 15), ([13, 5, 164, 128, 30], 16)], [([10, 4, 151, 120, 23], 0), ([10, 4, 151, 120, 28], 1), ([10, 4, 151, 113, 28], 2), ([10, 4, 151, 113, 33], 3), ([10, 4, 151, 113, 33], 4), ([10, 4, 151, 130, 33], 5), ([10, 4, 151, 128, 33], 6), ([10, 4, 151, 128, 30], 7), ([10, 4, 151, 123, 30], 8), ([10, 5, 151, 123, 30], 9), ([11, 5, 151, 123, 30], 10), ([13, 5, 151, 123, 30], 11), ([13, 5, 151, 125, 30], 12), ([13, 5, 151, 125, 31], 13), ([13, 6, 151, 125, 31], 14), ([13, 6, 151, 134, 31], 15), ([13, 6, 151, 134, 30], 16), ([13, 6, 147, 134, 30], 17)], [([10, 4, 151, 120, 23], 0), ([10, 4, 151, 120, 28], 1), ([10, 4, 151, 113, 28], 2), ([10, 4, 151, 113, 33], 3), ([10, 4, 151, 113, 33], 4), ([10, 4, 151, 130, 33], 5), ([10, 4, 151, 128, 33], 6), ([10, 4, 151, 128, 30], 7), ([10, 4, 151, 123, 30], 8), ([10, 5, 151, 123, 30], 9), ([11, 5, 151, 123, 30], 10), ([13, 5, 151, 123, 30], 11), ([13, 5, 151, 125, 30], 12), ([13, 5, 151, 125, 31], 13), ([13, 6, 151, 125, 31], 14), ([13, 6, 151, 134, 31], 15), ([13, 6, 151, 134, 32], 16)], [([10, 4, 151, 120, 23], 0), ([10, 4, 151, 120, 28], 1), ([10, 4, 151, 113, 28], 2), ([10, 4, 151, 113, 33], 3), ([10, 4, 151, 113, 33], 4), ([10, 4, 151, 130, 33], 5), ([10, 4, 151, 128, 33], 6), ([10, 4, 151, 128, 30], 7), ([10, 4, 151, 123, 30], 8), ([10, 5, 151, 123, 30], 9), ([11, 5, 151, 123, 30], 10), ([13, 5, 151, 123, 30], 11), ([13, 5, 151, 125, 30], 12), ([13, 5, 151, 128, 30], 13), ([13, 5, 161, 128, 30], 14), ([13, 5, 164, 128, 30], 15), ([8, 5, 164, 128, 30], 16)]]"
100000,10,295,2618.2,176.77549999999974,12.5,5.4,152.9,132.7,30.2,101.1,16.2,"[8017, 6017, 3018, 3018, 2021, 2018, 2018, 19, 18, 18]","[15, 15, 16, 16, 19, 16, 16, 17, 16, 16]",[]
101000,14,296,2518.285714285714,184.62642857142856,12.642857142857142,5.357142857142857,153.71428571428572,131.78571428571428,29.857142857142854,100.46428571428572,16.285714285714285,"[9017, 7017, 4018, 4018, 3021, 3018, 3018, 1018, 1018, 19, 19, 19, 18, 18]","[15, 15, 16, 16, 19, 16, 16, 16, 16, 17, 17, 17, 16, 16]",[]
102000,14,299,3018.5,171.49285714285728,12.571428571428573,5.214285714285714,154.92857142857142,130.57142857142858,29.142857142857146,96.92857142857143,16.5,"[10017, 8017, 5018, 4021, 4018, 4018, 2018, 2018, 1019, 1019, 1019, 20, 19, 18]","[15, 15, 16, 19, 16, 16, 16, 16, 17, 17, 17, 18, 17, 16]",[]
103000,11,303,2654.909090909091,189.9836363636364,12.363636363636365,5.363636363636363,155.1818181818182,128.9090909090909,28.72727272727273,98.36363636363636,16.545454545454547,"[6018, 5018, 5018, 3018, 3018, 2019, 2019, 1020, 1019, 1018, 19]","[16, 16, 16, 16, 16, 17, 17, 18, 17, 16, 17]",[]
104000,11,304,3109.6363636363635,195.5254545454546,12.363636363636365,5.454545454545454,155.1818181818182,127.0909090909091,28.90909090909091,101.27272727272728,16.727272727272727,"[7018, 6018, 4018, 4018, 3019, 3019, 2020, 2019, 2018, 1019, 20]","[16, 16, 16, 16, 17, 17, 18, 17, 16, 17, 18]",[]
105000,12,306,3102.416666666666,180.95875,13.083333333333336,5.583333333333332,156.08333333333334,124.83333333333331,29.75,110.625,17.083333333333332,"[8018, 7018, 5018, 4019, 4019, 3019, 3018, 2019, 1020, 21, 20, 20]","[16, 16, 16, 17, 17, 17, 16, 17, 18, 19, 18, 18]",[]
106000,12,310,3102.75,179.69208333333316,13.0,5.5,157.16666666666666,127.41666666666669,29.83333333333333,108.29166666666669,17.416666666666668,"[9018, 8018, 6018, 5019, 5019, 2020, 1020, 1020, 21, 21, 20, 19]","[16, 16, 16, 17, 17, 18, 18, 18, 19, 19, 18, 17]",[]
107000,6,317,5352.333333333333,240.76583333333406,13.333333333333336,5.333333333333333,153.66666666666666,130.0,28.16666666666667,103.08333333333331,17.0,"[10018, 9018, 6019, 6019, 1020, 20]","[16, 16, 17, 17, 18, 18]",[]
108000,8,317,4769.375,228.1393750000001,13.625,5.375,154.125,130.25,28.0,106.25,17.375,"[11018, 10018, 7019, 7019, 2020, 1020, 21, 20]","[16, 16, 17, 17, 18, 18, 19, 18]",[]
109000,8,321,4201.454545454545,206.14409090909083,13.272727272727273,5.363636363636363,154.54545454545453,131.0,28.45454545454545,104.86363636363636,17.636363636363637,"[12018, 11018, 8019, 8019, 3020, 2020, 1021, 1020, 21, 21, 19]","[16, 16, 17, 17, 18, 18, 19, 18, 19, 19, 17]","[[([10, 4, 151, 120, 23], 0), ([10, 4, 151, 120, 28], 1), ([10, 4, 151, 113, 28], 2), ([10, 4, 151, 113, 33], 3), ([10, 4, 151, 113, 33], 4), ([10, 4, 151, 130, 33], 5), ([10, 4, 151, 128, 33], 6), ([10, 4, 151, 128, 30], 7), ([10, 4, 151, 123, 30], 8), ([10, 5, 151, 123, 30], 9), ([11, 5, 151, 123, 30], 10), ([13, 5, 151, 123, 30], 11), ([13, 5, 151, 125, 30], 12), ([13, 5, 151, 128, 30], 13), ([13, 5, 152, 128, 30], 14), ([13, 5, 152, 128, 25], 15), ([13, 5, 152, 128, 25], 16)], [([10, 4, 151, 120, 23], 0), ([10, 4, 151, 120, 28], 1), ([10, 4, 151, 113, 28], 2), ([10, 4, 151, 113, 33], 3), ([10, 4, 151, 113, 33], 4), ([10, 4, 151, 130, 33], 5), ([10, 4, 151, 128, 33], 6), ([10, 4, 151, 128, 30], 7), ([10, 4, 151, 123, 30], 8), ([10, 5, 151, 123, 30], 9), ([11, 5, 151, 123, 30], 10), ([13, 5, 151, 123, 30], 11), ([13, 5, 151, 125, 30], 12), ([13, 5, 151, 128, 30], 13), ([13, 5, 161, 128, 30], 14), ([13, 5, 164, 128, 30], 15), ([13, 5, 164, 128, 30], 16)], [([10, 4, 151, 120, 23], 0), ([10, 4, 151, 120, 28], 1), ([10, 4, 151, 113, 28], 2), ([10, 4, 151, 113, 33], 3), ([10, 4, 151, 113, 33], 4), ([10, 4, 151, 130, 33], 5), ([10, 4, 151, 128, 33], 6), ([10, 4, 151, 128, 30], 7), ([10, 4, 151, 123, 30], 8), ([10, 5, 151, 123, 30], 9), ([11, 5, 151, 123, 30], 10), ([13, 5, 151, 123, 30], 11), ([13, 5, 151, 125, 30], 12), ([13, 5, 151, 125, 31], 13), ([13, 6, 151, 125, 31], 14), ([13, 6, 151, 134, 31], 15), ([13, 6, 151, 134, 30], 16), ([13, 6, 151, 134, 30], 17)], [([10, 4, 151, 120, 23], 0), ([10, 4, 151, 120, 28], 1), ([10, 4, 151, 113, 28], 2), ([10, 4, 151, 113, 33], 3), ([10, 4, 151, 113, 33], 4), ([10, 4, 151, 130, 33], 5), ([10, 4, 151, 128, 33], 6), ([10, 4, 151, 128, 30], 7), ([10, 4, 151, 123, 30], 8), ([10, 5, 151, 123, 30], 9), ([11, 5, 151, 123, 30], 10), ([13, 5, 151, 123, 30], 11), ([13, 5, 151, 125, 30], 12), ([13, 5, 151, 125, 31], 13), ([13, 6, 151, 125, 31], 14), ([13, 6, 151, 134, 31], 15), ([13, 6, 151, 134, 30], 16), ([13, 6, 151, 134, 30], 17), ([17, 6, 151, 134, 30], 18)], [([10, 4, 151, 120, 23], 0), ([10, 4, 151, 120, 28], 1), ([10, 4, 151, 113, 28], 2), ([10, 4, 151, 113, 33], 3), ([10, 4, 151, 113, 33], 4), ([10, 4, 151, 130, 33], 5), ([10, 4, 151, 128, 33], 6), ([10, 4, 151, 128, 30], 7), ([10, 4, 151, 123, 30], 8), ([10, 5, 151, 123, 30], 9), ([11, 5, 151, 123, 30], 10), ([13, 5, 151, 123, 30], 11), ([13, 5, 151, 125, 30], 12), ([13, 5, 151, 125, 31], 13), ([13, 6, 151, 125, 31], 14), ([13, 6, 151, 134, 31], 15), ([13, 6, 151, 134, 30], 16), ([13, 6, 151, 134, 30], 17), ([17, 6, 151, 134, 30], 18), ([17, 6, 159, 134, 30], 19)], [([10, 4, 151, 120, 23], 0), ([10, 4, 151, 120, 28], 1), ([10, 4, 151, 113, 28], 2), ([10, 4, 151, 113, 33], 3), ([10, 4, 151, 113, 33], 4), ([10, 4, 151, 130, 33], 5), ([10, 4, 151, 128, 33], 6), ([10, 4, 151, 128, 30], 7), ([10, 4, 151, 123, 30], 8), ([10, 5, 151, 123, 30], 9), ([11, 5, 151, 123, 30], 10), ([13, 5, 151, 123, 30], 11), ([13, 5, 151, 125, 30], 12), ([13, 5, 151, 125, 31], 13), ([13, 6, 151, 125, 31], 14), ([13, 6, 151, 134, 31], 15), ([13, 6, 151, 134, 30], 16), ([13, 6, 151, 134, 30], 17), ([17, 6, 151, 134, 30], 18), ([17, 6, 151, 134, 30], 19)], [([10, 4, 151, 120, 23], 0), ([10, 4, 151, 120, 28], 1), ([10, 4, 151, 113, 28], 2), ([10, 4, 151, 113, 33], 3), ([10, 4, 151, 113, 33], 4), ([10, 4, 151, 130, 33], 5), ([10, 4, 151, 128, 33], 6), ([10, 4, 151, 128, 30], 7), ([10, 4, 151, 123, 30], 8), ([10, 5, 151, 123, 30], 9), ([11, 5, 151, 123, 30], 10), ([13, 5, 151, 123, 30], 11), ([13, 5, 151, 125, 30], 12), ([13, 5, 151, 128, 30], 13), ([13, 5, 161, 128, 30], 14), ([13, 5, 164, 128, 30], 15), ([13, 5, 164, 128, 30], 16), ([13, 5, 164, 137, 30], 17)], [([10, 4, 151, 120, 23], 0), ([10, 4, 151, 120, 28], 1), ([10, 4, 151, 113, 28], 2), ([10, 4, 151, 113, 33], 3), ([10, 4, 151, 113, 33], 4), ([10, 4, 151, 130, 33], 5), ([10, 4, 151, 128, 33], 6), ([10, 4, 151, 128, 30], 7), ([10, 4, 151, 123, 30], 8), ([10, 5, 151, 123, 30], 9), ([11, 5, 151, 123, 30], 10), ([13, 5, 151, 123, 30], 11), ([13, 5, 151, 125, 30], 12), ([13, 5, 151, 128, 30], 13), ([13, 5, 152, 128, 30], 14), ([13, 5, 152, 128, 25], 15), ([13, 5, 152, 128, 25], 16), ([18, 5, 152, 128, 25], 17)]]"
110000,8,321,5269.375,243.25687500000026,15.125,5.5,155.5,132.125,28.75,120.625,17.375,"[13018, 12018, 9019, 4020, 2021, 1021, 1019, 19]","[16, 16, 17, 18, 19, 19, 17, 17]",[]
111000,9,322,5463.88888888889,215.8766666666668,13.777777777777779,5.5555555555555545,155.44444444444446,132.33333333333334,29.444444444444446,113.33333333333331,17.444444444444443,"[14018, 13018, 10019, 5020, 3021, 2021, 2019, 20, 19]","[16, 16, 17, 18, 19, 19, 17, 18, 17]",[]
112000,9,324,6019.666666666668,247.88277777777802,14.777777777777779,5.5555555555555545,154.0,131.0,29.444444444444446,119.44444444444444,17.666666666666668,"[15018, 14018, 11019, 6020, 4021, 3021, 1019, 21, 20]","[16, 16, 17, 18, 19, 19, 17, 19, 18]",[]
113000,10,326,4720.3,208.0195,15.4,5.7,154.3,130.8,29.5,127.45,18.3,"[16018, 12019, 7020, 5021, 4021, 2019, 1021, 22, 22, 20]","[16, 17, 18, 19, 19, 17, 19, 20, 20, 18]",[]
114000,10,328,3520.9,246.8059999999997,15.6,5.7,154.2,129.4,30.3,129.3,18.9,"[13019, 8020, 6021, 3019, 2021, 1022, 1022, 1020, 23, 22]","[17, 18, 19, 17, 19, 20, 20, 18, 21, 20]",[]
115000,13,330,3098.0769230769233,203.4119230769229,15.769230769230768,5.615384615384616,152.15384615384616,132.46153846153842,30.23076923076923,128.65384615384616,19.153846153846157,"[14019, 9020, 7021, 3021, 2022, 2022, 2020, 1022, 23, 22, 22, 21, 20]","[17, 18, 19, 19, 20, 20, 18, 20, 21, 20, 20, 19, 18]",[]
116000,12,334,2355.25,232.36249999999959,16.083333333333332,5.416666666666668,149.33333333333334,130.66666666666666,30.66666666666667,126.5,19.916666666666668,"[10020, 4021, 3022, 3022, 3020, 2022, 1023, 1022, 1021, 24, 23, 23]","[18, 19, 20, 20, 18, 20, 21, 20, 19, 22, 21, 21]",[]
117000,13,337,2560.846153846154,224.88961538461518,16.076923076923073,5.153846153846153,149.38461538461542,130.9230769230769,31.538461538461537,121.3846153846154,20.384615384615387,"[11020, 5021, 4022, 4022, 3022, 2023, 2021, 1024, 1023, 24, 24, 23, 22]","[18, 19, 20, 20, 20, 21, 19, 22, 21, 22, 22, 21, 20]",[]
118000,12,341,2272.6666666666665,261.7783333333337,15.833333333333336,5.083333333333333,149.16666666666666,132.33333333333334,32.166666666666664,118.375,20.666666666666668,"[6021, 5022, 4022, 3023, 3021, 2024, 2023, 1024, 1024, 24, 22, 22]","[19, 20, 20, 21, 19, 22, 21, 22, 22, 22, 20, 20]",[]
