Step,Living,Age,Gen,Health,Size,Speed,Sight,View,Rep,Loss,Ancestors
10000,18,"[10002, 10002, 10002, 8003, 7003, 7003, 5003, 3004, 2003, 1004, 1004, 1004, 1003, 5, 4, 4, 3, 1]","[0, 0, 0, 1, 1, 1, 1, 2, 1, 2, 2, 2, 1, 3, 2, 2, 1, 0]","[128.84000000000037, 26.59999999999718, 127.08000000000087, 114.19999999999973, 128.29999999999956, 33.43999999999528, 128.2799999999986, 136.5, 138.51000000000002, 116.69999999999987, 124.45999999999441, 90.1900000000005, 48.899999999997185, 118.95999999999998, 79.45999999999998, 69.49, 69.66, 100]","[8, 7, 7, 7, 7, 6, 7, 10, 7, 6, 8, 7, 7, 12, 8, 7, 7, 10]","[3, 4, 3, 3, 4, 4, 3, 4, 3, 3, 1, 3, 4, 1, 3, 3, 3, 4]","[169, 118, 169, 169, 118, 196, 182, 196, 169, 196, 199, 182, 133, 199, 169, 169, 156, 131]","[103, 63, 91, 76, 75, 44, 91, 44, 91, 44, 100, 72, 63, 100, 76, 91, 91, 138]","[16, 31, 19, 19, 31, 34, 19, 34, 19, 34, 24, 19, 31, 24, 19, 19, 19, 17]","[19, 18, 17, 17, 18, 18, 18, 25, 17, 15, 18, 17, 18, 26, 18, 17, 17, 27]",[]
11000,19,"[11002, 11002, 9003, 8003, 6003, 4004, 3003, 2004, 2004, 2004, 1004, 1004, 1003, 1001, 5, 5, 5, 4, 3]","[0, 0, 1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 1, 0, 3, 3, 3, 2, 1]","[13.840000000002007, 133.88000000000045, 139.83, 139.82, 94.43999999999733, 4.0, 129.97000000000074, 91.49999999999892, 69.4599999999911, 45.18999999999879, 74.45999999999603, 111.95000000000071, 24.65999999999829, 196.48999999999987, 99.0, 59.400000000000006, 79.36000000000001, 69.43, 69.63999999999999]","[8, 7, 7, 7, 7, 10, 7, 6, 8, 7, 8, 7, 7, 10, 10, 6, 8, 7, 7]","[3, 3, 3, 4, 3, 4, 3, 3, 1, 3, 3, 3, 3, 4, 4, 3, 2, 4, 3]","[169, 169, 169, 118, 182, 196, 169, 196, 199, 182, 169, 169, 156, 131, 196, 206, 169, 125, 169]","[103, 91, 76, 75, 91, 44, 91, 44, 100, 72, 76, 91, 91, 138, 56, 44, 76, 75, 109]","[16, 19, 19, 31, 19, 34, 19, 34, 24, 19, 19, 19, 19, 17, 34, 34, 19, 31, 19]","[19, 17, 17, 18, 18, 25, 17, 15, 18, 17, 18, 17, 17, 27, 25, 15, 16, 19, 18]",[]
12000,16,"[12002, 10003, 9003, 7003, 4003, 3004, 3004, 2004, 2004, 2003, 2001, 1005, 1005, 1004, 1003, 5]","[0, 1, 1, 1, 1, 2, 2, 2, 2, 1, 0, 3, 3, 2, 1, 3]","[132.69000000000054, 76.08000000000035, 46.87999999999431, 139.27999999999997, 140, 40.89999999999838, 89.45999999998581, 122.45999999999017, 119.77000000000079, 29.659999999996913, 50.48999999999848, 188.5, 44.36000000000283, 88.13000000000062, 123.25999999999937, 69.36000000000001]","[7, 7, 7, 7, 7, 6, 8, 8, 7, 7, 10, 10, 8, 7, 7, 7]","[3, 3, 4, 3, 3, 3, 1, 3, 3, 3, 4, 4, 2, 4, 3, 3]","[169, 169, 118, 182, 169, 196, 199, 169, 169, 156, 131, 196, 169, 125, 169, 196]","[91, 76, 75, 91, 91, 44, 100, 76, 91, 91, 138, 56, 76, 75, 109, 44]","[19, 19, 31, 19, 19, 34, 24, 19, 19, 19, 17, 34, 19, 31, 19, 34]","[17, 17, 18, 18, 17, 15, 18, 18, 17, 17, 27, 25, 16, 19, 18, 16]",[]
13000,12,"[13002, 11003, 8003, 5003, 3004, 3004, 2005, 2003, 1005, 6, 4, 3]","[0, 1, 1, 1, 2, 2, 3, 1, 3, 4, 2, 1]","[140, 137.79000000000016, 84.27999999999456, 131.00000000000105, 157.1199999999999, 49.76999999999909, 45.5, 68.65999999999445, 84.36000000000342, 98.69999999999997, 119.19000000000001, 69.66]","[7, 7, 7, 7, 8, 7, 10, 7, 7, 10, 12, 7]","[3, 3, 3, 3, 3, 3, 4, 3, 3, 4, 3, 3]","[169, 169, 182, 169, 169, 169, 196, 169, 196, 196, 169, 175]","[91, 76, 91, 91, 76, 91, 56, 109, 44, 70, 91, 91]","[19, 19, 19, 19, 19, 19, 34, 19, 34, 34, 19, 19]","[17, 17, 18, 17, 18, 17, 25, 18, 16, 26, 27, 17]",[]
14000,14,"[14002, 12003, 9003, 6003, 4004, 4004, 3003, 1006, 1004, 1003, 7, 4, 4, 4]","[0, 1, 1, 1, 2, 2, 1, 4, 2, 1, 5, 2, 2, 2]","[136.26000000000028, 137.96000000000015, 139.64, 99.89000000000034, 110.47999999999718, 114.68000000000102, 129.1999999999996, 38.69999999999814, 174.19000000000028, 139.83, 98.38000000000002, 39.58, 59.52000000000001, 69.49]","[7, 7, 7, 7, 8, 7, 7, 10, 12, 7, 10, 4, 6, 7]","[3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 4, 3, 3, 3]","[169, 169, 182, 169, 169, 169, 169, 196, 169, 175, 196, 182, 169, 175]","[91, 76, 91, 91, 76, 91, 109, 70, 91, 91, 90, 91, 91, 89]","[19, 19, 19, 19, 19, 19, 19, 34, 19, 19, 34, 19, 19, 19]","[17, 17, 18, 17, 18, 17, 18, 26, 27, 17, 27, 14, 16, 17]",[]
15000,17,"[15002, 13003, 10003, 7003, 5004, 5004, 4003, 2006, 2004, 2003, 1007, 1004, 1004, 7, 5, 4, 1]","[0, 1, 1, 1, 2, 2, 1, 4, 2, 1, 5, 2, 2, 5, 3, 2, 0]","[113.65000000000073, 125.90000000000127, 134.23999999999978, 101.0700000000006, 116.25999999999834, 119.6800000000007, 124.19999999999419, 128.70000000000164, 107.18999999999625, 112.80000000000072, 170.02999999999886, 101.92000000000039, 96.48000000000056, 98.5, 69.32, 69.49, 70]","[7, 7, 7, 7, 8, 7, 7, 10, 12, 7, 10, 6, 7, 10, 7, 7, 7]","[3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 4, 3, 3, 4, 3, 3, 2]","[169, 169, 182, 169, 169, 169, 169, 196, 169, 175, 196, 169, 175, 196, 171, 176, 137]","[91, 76, 91, 91, 76, 91, 109, 70, 91, 91, 90, 91, 89, 58, 91, 91, 33]","[19, 19, 19, 19, 19, 19, 19, 34, 19, 19, 34, 19, 19, 34, 19, 19, 26]","[17, 17, 18, 17, 18, 17, 18, 26, 27, 17, 27, 16, 17, 25, 17, 17, 11]",[]
16000,22,"[16002, 14003, 11003, 8003, 6004, 6004, 5003, 3006, 3004, 3003, 2007, 2004, 2004, 1007, 1005, 1004, 1001, 8, 6, 4, 4, 2]","[0, 1, 1, 1, 2, 2, 1, 4, 2, 1, 5, 2, 2, 5, 3, 2, 0, 6, 4, 2, 2, 1]","[93.64999999999914, 116.03000000000075, 129.2399999999934, 56.0699999999989, 105.63999999999794, 49.679999999999, 133.15999999999974, 166.6200000000045, 237.0299999999999, 138.13000000000014, 75.02999999999462, 66.60000000000167, 120.1100000000008, 23.5, 130.14000000000073, 40.48999999999829, 38.00000000000057, 98.17999999999996, 88.95000000000003, 69.49, 69.49, 69.88]","[7, 7, 7, 7, 8, 7, 7, 10, 12, 7, 10, 6, 7, 10, 7, 7, 7, 10, 9, 7, 7, 7]","[3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 4, 3, 3, 4, 3, 3, 2, 4, 3, 3, 3, 2]","[169, 169, 182, 169, 169, 169, 169, 196, 169, 175, 196, 169, 175, 196, 171, 176, 137, 206, 171, 169, 182, 137]","[91, 76, 91, 91, 76, 91, 109, 70, 91, 91, 90, 91, 89, 58, 91, 91, 33, 58, 91, 76, 86, 49]","[19, 19, 19, 19, 19, 19, 19, 34, 19, 19, 34, 19, 19, 34, 19, 19, 26, 34, 19, 19, 19, 26]","[17, 17, 18, 17, 18, 17, 18, 26, 27, 17, 27, 16, 17, 25, 17, 17, 11, 26, 21, 17, 17, 12]",[]
17000,23,"[17002, 15003, 12003, 9003, 7004, 7004, 6003, 4006, 4004, 4003, 3007, 3004, 3004, 2005, 2004, 2001, 1008, 1006, 1004, 1004, 1002, 5, 5]","[0, 1, 1, 1, 2, 2, 1, 4, 2, 1, 5, 2, 2, 3, 2, 0, 6, 4, 2, 2, 1, 3, 3]","[48.64999999999743, 127.77000000000078, 139.64, 114.84000000000074, 125.63999999999135, 137.2800000000002, 113.539999999999, 196.8800000000001, 202.02999999999477, 128.9500000000008, 199.18999999999997, 117.32000000000059, 100.10999999999993, 99.39000000000033, 109.75000000000044, 103.00000000000114, 192.24000000000115, 128.95000000000388, 102.10000000000036, 99.48999999999829, 27.87999999999923, 59.360000000000014, 69.32]","[7, 7, 7, 7, 8, 7, 7, 10, 12, 7, 10, 6, 7, 7, 7, 7, 10, 9, 7, 7, 7, 6, 7]","[3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 4, 3, 3, 3, 3, 2, 4, 3, 3, 3, 2, 3, 3]","[169, 169, 182, 169, 169, 169, 169, 196, 169, 175, 196, 169, 175, 171, 176, 137, 206, 171, 169, 182, 137, 169, 175]","[91, 76, 91, 91, 76, 91, 109, 70, 91, 91, 90, 91, 89, 91, 91, 33, 58, 91, 76, 86, 49, 91, 89]","[19, 19, 19, 19, 19, 19, 19, 34, 19, 19, 34, 19, 19, 19, 19, 26, 34, 19, 19, 19, 26, 19, 19]","[17, 17, 18, 17, 18, 17, 18, 26, 27, 17, 27, 16, 17, 17, 17, 11, 26, 21, 17, 17, 12, 16, 17]",[]
18000,26,"[16003, 13003, 10003, 8004, 8004, 7003, 5006, 5004, 5003, 4007, 4004, 4004, 3005, 3004, 3001, 2008, 2006, 2004, 2004, 1005, 1005, 8, 6, 5, 5, 2]","[1, 1, 1, 2, 2, 1, 4, 2, 1, 5, 2, 2, 3, 2, 0, 6, 4, 2, 2, 3, 3, 6, 4, 3, 3, 1]","[32.76999999999967, 114.25999999999902, 126.40000000000086, 148.83999999999958, 123.00000000000082, 123.25999999999937, 152.06000000000483, 157.02999999998494, 138.13000000000014, 191.35999999999967, 76.60000000000252, 136.26000000000028, 127.59000000000087, 137.4500000000002, 43.000000000001705, 182.24000000000729, 18.929999999999758, 57.09999999999866, 22.719999999999672, 98.40000000000046, 133.2000000000005, 98.11000000000003, 69.14999999999999, 69.27999999999997, 69.32, 39.92]","[7, 7, 7, 8, 7, 7, 10, 12, 7, 10, 6, 7, 7, 7, 7, 10, 9, 7, 7, 6, 7, 10, 7, 7, 7, 4]","[3, 3, 3, 3, 3, 3, 4, 3, 3, 4, 3, 3, 3, 3, 2, 4, 3, 3, 3, 3, 3, 4, 3, 3, 3, 2]","[169, 182, 169, 169, 169, 169, 196, 169, 175, 196, 169, 175, 171, 176, 137, 206, 171, 169, 182, 169, 175, 196, 171, 186, 169, 137]","[76, 91, 91, 76, 91, 109, 70, 91, 91, 90, 91, 89, 91, 91, 33, 58, 91, 76, 86, 91, 89, 90, 90, 89, 83, 33]","[19, 19, 19, 19, 19, 19, 34, 19, 19, 34, 19, 19, 19, 19, 26, 34, 19, 19, 19, 19, 19, 34, 19, 19, 19, 26]","[17, 18, 17, 18, 17, 18, 26, 27, 17, 27, 16, 17, 17, 17, 11, 26, 21, 17, 17, 16, 17, 27, 17, 18, 17, 8]",[]
19000,29,"[18002, 15002, 12002, 10003, 10003, 9002, 7002, 6003, 6003, 5004, 5003, 5000, 4007, 4003, 3004, 3004, 2007, 2005, 2004, 2004, 1007, 1003, 1001, 8, 8, 5, 3, 3, 3]","[1, 1, 1, 2, 2, 1, 1, 2, 2, 3, 2, 0, 6, 2, 3, 3, 6, 4, 3, 3, 6, 2, 1, 7, 7, 4, 2, 2, 2]","[125.21000000000085, 132.4399999999997, 117.74000000000052, 65.6599999999963, 135.07000000000036, 135.85999999999984, 127.93000000000087, 79.20000000000087, 137.2800000000002, 114.16000000000074, 136.60000000000025, 23.11000000000284, 179.20000000000073, 20.9999999999998, 117.28000000000006, 96.34999999999955, 196.21999999999986, 68.79999999999953, 103.99999999999864, 63.700000000000145, 180.11999999999992, 100.59999999999715, 85.00000000000057, 98.17999999999996, 98.32000000000004, 69.27999999999997, 69.58000000000001, 69.58000000000001, 69.56]","[7, 7, 7, 8, 7, 7, 7, 6, 7, 7, 7, 7, 10, 7, 6, 7, 10, 7, 7, 7, 10, 9, 7, 10, 10, 7, 7, 7, 7]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 4, 3, 3, 3, 4, 3, 3, 3, 4, 3, 2, 4, 3, 3, 4, 4, 4]","[169, 182, 169, 169, 169, 169, 175, 169, 175, 171, 176, 137, 206, 169, 169, 175, 196, 171, 186, 169, 196, 169, 137, 218, 196, 175, 182, 169, 169]","[76, 91, 91, 76, 91, 109, 91, 91, 89, 91, 91, 33, 58, 76, 91, 89, 90, 90, 89, 83, 106, 91, 21, 58, 106, 99, 91, 91, 109]","[19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 26, 34, 19, 19, 19, 34, 19, 19, 19, 34, 19, 26, 34, 34, 19, 19, 19, 19]","[17, 18, 17, 18, 17, 18, 17, 16, 17, 17, 17, 11, 26, 17, 16, 17, 27, 17, 18, 17, 28, 20, 11, 26, 24, 18, 21, 21, 22]","[[[7, 3, 169, 91, 19], [7, 3, 169, 76, 19]], [[7, 3, 169, 91, 19], [7, 3, 182, 91, 19]], [[7, 3, 169, 91, 19], [7, 3, 169, 91, 19]], [[7, 3, 169, 91, 19], [7, 3, 169, 76, 19], [8, 3, 169, 76, 19]], [[7, 3, 169, 91, 19], [7, 3, 169, 91, 19], [7, 3, 169, 91, 19]], [[7, 3, 169, 91, 19], [7, 3, 169, 109, 19]], [[7, 3, 169, 91, 19], [7, 3, 175, 91, 19]], [[7, 3, 169, 91, 19], [7, 3, 169, 91, 19], [6, 3, 169, 91, 19]], [[7, 3, 169, 91, 19], [7, 3, 175, 91, 19], [7, 3, 175, 89, 19]], [[7, 3, 169, 91, 19], [7, 3, 169, 91, 19], [7, 3, 169, 91, 19], [7, 3, 171, 91, 19]], [[7, 3, 169, 91, 19], [7, 3, 182, 91, 19], [7, 3, 176, 91, 19]], [[7, 2, 137, 33, 26]], [[6, 4, 196, 44, 34], [6, 4, 196, 44, 34], [10, 4, 196, 44, 34], [10, 4, 196, 56, 34], [10, 4, 196, 70, 34], [10, 4, 196, 58, 34], [10, 4, 206, 58, 34]], [[7, 3, 169, 91, 19], [7, 3, 169, 76, 19], [7, 3, 169, 76, 19]], [[7, 3, 169, 91, 19], [7, 3, 169, 91, 19], [6, 3, 169, 91, 19], [6, 3, 169, 91, 19]], [[7, 3, 169, 91, 19], [7, 3, 175, 91, 19], [7, 3, 175, 89, 19], [7, 3, 175, 89, 19]], [[6, 4, 196, 44, 34], [6, 4, 196, 44, 34], [10, 4, 196, 44, 34], [10, 4, 196, 56, 34], [10, 4, 196, 70, 34], [10, 4, 196, 90, 34], [10, 4, 196, 90, 34]], [[7, 3, 169, 91, 19], [7, 3, 169, 91, 19], [7, 3, 169, 91, 19], [7, 3, 171, 91, 19], [7, 3, 171, 90, 19]], [[7, 3, 169, 91, 19], [7, 3, 175, 91, 19], [7, 3, 175, 89, 19], [7, 3, 186, 89, 19]], [[7, 3, 169, 91, 19], [7, 3, 169, 76, 19], [7, 3, 169, 76, 19], [7, 3, 169, 83, 19]], [[6, 4, 196, 44, 34], [6, 4, 196, 44, 34], [10, 4, 196, 44, 34], [10, 4, 196, 56, 34], [10, 4, 196, 70, 34], [10, 4, 196, 90, 34], [10, 4, 196, 106, 34]], [[7, 3, 169, 91, 19], [7, 3, 169, 91, 19], [9, 3, 169, 91, 19]], [[7, 2, 137, 33, 26], [7, 2, 137, 21, 26]], [[6, 4, 196, 44, 34], [6, 4, 196, 44, 34], [10, 4, 196, 44, 34], [10, 4, 196, 56, 34], [10, 4, 196, 70, 34], [10, 4, 196, 58, 34], [10, 4, 206, 58, 34], [10, 4, 218, 58, 34]], [[6, 4, 196, 44, 34], [6, 4, 196, 44, 34], [10, 4, 196, 44, 34], [10, 4, 196, 56, 34], [10, 4, 196, 70, 34], [10, 4, 196, 90, 34], [10, 4, 196, 106, 34], [10, 3, 196, 106, 34]], [[7, 3, 169, 91, 19], [7, 3, 175, 91, 19], [7, 3, 175, 89, 19], [7, 3, 175, 89, 19], [7, 3, 175, 99, 19]], [[7, 3, 169, 91, 19], [7, 3, 182, 91, 19], [7, 4, 182, 91, 19]], [[7, 3, 169, 91, 19], [7, 3, 169, 91, 19], [7, 4, 169, 91, 19]], [[7, 3, 169, 91, 19], [7, 3, 169, 109, 19], [7, 4, 169, 109, 19]]]"
20000,30,"[18003, 15003, 12003, 10004, 10004, 9003, 7003, 6004, 6004, 5005, 5004, 5001, 4008, 4004, 3005, 3005, 2008, 2006, 2005, 2005, 1008, 1004, 1002, 9, 9, 6, 4, 4, 4, 1]","[1, 1, 1, 2, 2, 1, 1, 2, 2, 3, 2, 0, 6, 2, 3, 3, 6, 4, 3, 3, 6, 2, 1, 7, 7, 4, 2, 2, 2, 0]","[125.04000000000084, 132.2599999999997, 117.57000000000052, 65.4799999999963, 134.90000000000038, 135.67999999999984, 127.76000000000087, 79.04000000000087, 137.1100000000002, 113.99000000000073, 136.43000000000026, 23.000000000002842, 178.94000000000074, 20.8299999999998, 117.12000000000006, 96.17999999999955, 195.94999999999985, 68.62999999999953, 103.81999999999863, 63.53000000000014, 179.83999999999992, 100.39999999999715, 84.89000000000057, 97.91999999999996, 98.08000000000004, 69.09999999999997, 69.37000000000002, 69.37000000000002, 69.34, 50]","[7, 7, 7, 8, 7, 7, 7, 6, 7, 7, 7, 7, 10, 7, 6, 7, 10, 7, 7, 7, 10, 9, 7, 10, 10, 7, 7, 7, 7, 5]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 4, 3, 3, 3, 4, 3, 3, 3, 4, 3, 2, 4, 3, 3, 4, 4, 4, 1]","[169, 182, 169, 169, 169, 169, 175, 169, 175, 171, 176, 137, 206, 169, 169, 175, 196, 171, 186, 169, 196, 169, 137, 218, 196, 175, 182, 169, 169, 178]","[76, 91, 91, 76, 91, 109, 91, 91, 89, 91, 91, 33, 58, 76, 91, 89, 90, 90, 89, 83, 106, 91, 21, 58, 106, 99, 91, 91, 109, 96]","[19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 26, 34, 19, 19, 19, 34, 19, 19, 19, 34, 19, 26, 34, 34, 19, 19, 19, 19, 18]","[17, 18, 17, 18, 17, 18, 17, 16, 17, 17, 17, 11, 26, 17, 16, 17, 27, 17, 18, 17, 28, 20, 11, 26, 24, 18, 21, 21, 22, 13]",[]
21000,31,"[16003, 13003, 11004, 10003, 8003, 7004, 6005, 6004, 5008, 5004, 4005, 4005, 3008, 3005, 3005, 2008, 2004, 1009, 1009, 1006, 1004, 1004, 1004, 1001, 10, 9, 5, 5, 5, 3, 2]","[1, 1, 2, 1, 1, 2, 3, 2, 6, 2, 3, 3, 6, 3, 3, 6, 2, 7, 7, 4, 2, 2, 2, 0, 8, 7, 3, 3, 3, 2, 1]","[72.99999999999557, 118.24000000000078, 123.34000000000083, 132.61999999999972, 138.8100000000001, 130.82000000000068, 93.98999999999914, 98.02000000000032, 190.90000000000032, 132.0100000000006, 91.28000000000168, 116.37000000000076, 79.08999999999753, 132.0799999999997, 112.19999999999956, 141.83999999999966, 164.4000000000094, 118.62000000000232, 83.08000000000285, 17.09999999999887, 139.36999999999998, 117.10999999999987, 129.00000000000006, 93.63000000000022, 97.12000000000006, 58.31999999999999, 69.36000000000001, 69.27999999999997, 69.19999999999999, 69.78, 49.86]","[7, 7, 7, 7, 7, 7, 7, 7, 10, 7, 6, 7, 10, 7, 7, 10, 9, 10, 10, 7, 7, 7, 7, 5, 10, 6, 7, 7, 7, 7, 5]","[3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 4, 3, 3, 4, 3, 4, 3, 3, 4, 4, 4, 1, 5, 4, 3, 3, 4, 2, 2]","[182, 169, 169, 169, 175, 175, 171, 176, 206, 169, 169, 175, 196, 186, 169, 196, 169, 218, 196, 175, 182, 169, 169, 178, 218, 196, 157, 182, 169, 137, 178]","[91, 91, 91, 109, 91, 89, 91, 91, 58, 76, 91, 89, 90, 89, 83, 106, 91, 58, 106, 99, 91, 91, 109, 96, 58, 106, 76, 91, 74, 32, 96]","[19, 19, 19, 19, 19, 19, 19, 19, 34, 19, 19, 19, 34, 19, 19, 34, 19, 34, 34, 19, 19, 19, 19, 18, 34, 34, 19, 19, 19, 26, 18]","[18, 17, 17, 18, 17, 17, 17, 17, 26, 17, 16, 17, 27, 18, 17, 28, 20, 26, 24, 18, 21, 21, 22, 13, 32, 21, 16, 18, 20, 11, 14]",[]
22000,28,"[14003, 12004, 11003, 9003, 8004, 7005, 7004, 6008, 6004, 5005, 5005, 4008, 4005, 4005, 3008, 3004, 2009, 2004, 2004, 2004, 2001, 1009, 1005, 1005, 1002, 10, 9, 5]","[1, 2, 1, 1, 2, 3, 2, 6, 2, 3, 3, 6, 3, 3, 6, 2, 7, 2, 2, 2, 0, 7, 3, 3, 1, 8, 7, 3]","[113.34000000000093, 53.3400000000002, 115.33999999999907, 126.06000000000085, 84.89999999999941, 26.98999999999772, 78.01999999999862, 5.900000000002672, 135.9200000000003, 56.28000000000483, 59.76999999999994, 179.94999999999678, 101.11999999999853, 129.1300000000008, 198.6, 157.0000000000013, 18.080000000005207, 88.14000000000148, 128.86999999999958, 99.30000000000021, 99.09000000000003, 81.36000000000115, 139.64, 19.19999999999826, 81.09999999999992, 58.02000000000001, 97.91999999999996, 69.32]","[7, 7, 7, 7, 7, 7, 7, 10, 7, 6, 7, 10, 7, 7, 10, 9, 10, 7, 7, 7, 5, 6, 7, 7, 5, 6, 10, 7]","[3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 4, 3, 3, 4, 3, 3, 4, 4, 4, 1, 4, 3, 4, 2, 4, 4, 3]","[169, 169, 169, 175, 175, 171, 176, 206, 169, 169, 175, 196, 186, 169, 196, 169, 196, 182, 169, 169, 178, 196, 182, 169, 178, 196, 196, 169]","[91, 91, 109, 91, 89, 91, 91, 58, 76, 91, 89, 90, 89, 83, 106, 91, 106, 91, 91, 109, 96, 106, 91, 74, 96, 125, 73, 87]","[19, 19, 19, 19, 19, 19, 19, 34, 19, 19, 19, 34, 19, 19, 34, 19, 34, 19, 19, 19, 18, 34, 19, 19, 18, 34, 34, 19]","[17, 17, 18, 17, 17, 17, 17, 26, 17, 16, 17, 27, 18, 17, 28, 20, 24, 21, 21, 22, 13, 21, 18, 20, 14, 22, 26, 17]",[]
23000,26,"[15003, 13004, 12003, 10003, 9004, 8005, 8004, 7004, 6005, 6005, 5008, 5005, 5005, 4008, 4004, 3004, 3004, 3004, 3001, 2009, 2005, 2002, 1010, 1009, 1005, 9]","[1, 2, 1, 1, 2, 3, 2, 2, 3, 3, 6, 3, 3, 6, 2, 2, 2, 2, 0, 7, 3, 1, 8, 7, 3, 7]","[125.21000000000085, 86.33999999999862, 67.79999999999632, 75.75999999999985, 101.76000000000046, 118.09000000000027, 31.719999999999658, 132.5300000000008, 99.28000000000793, 53.82999999999963, 159.22999999999845, 85.979999999997, 87.47000000000047, 71.71999999999917, 32.000000000000526, 130.75999999999965, 129.14000000000271, 134.28000000000003, 85.7000000000005, 119.58000000000001, 139.27999999999997, 88.23999999999995, 118.24000000000001, 52.919999999996016, 128.10000000000088, 97.84000000000003]","[7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 10, 7, 7, 10, 9, 7, 7, 7, 5, 6, 7, 5, 6, 10, 7, 10]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 4, 3, 4, 4, 4, 1, 4, 3, 2, 4, 4, 3, 4]","[169, 169, 169, 175, 175, 171, 176, 169, 169, 175, 196, 186, 169, 196, 169, 182, 169, 169, 178, 196, 182, 178, 196, 196, 169, 196]","[91, 91, 109, 91, 89, 91, 91, 76, 91, 89, 90, 89, 83, 106, 91, 91, 91, 109, 96, 106, 91, 96, 125, 73, 87, 90]","[19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 34, 19, 19, 34, 19, 19, 19, 19, 18, 34, 19, 18, 34, 34, 19, 34]","[17, 17, 18, 17, 17, 17, 17, 17, 16, 17, 27, 18, 17, 28, 20, 21, 21, 22, 13, 21, 18, 14, 22, 26, 17, 27]",[]
24000,29,"[16003, 14004, 13003, 11003, 10004, 9005, 8004, 7005, 7005, 6008, 6005, 6005, 5008, 5004, 4004, 4004, 4004, 4001, 3009, 3005, 3002, 2010, 2005, 1009, 11, 10, 6, 4, 2]","[1, 2, 1, 1, 2, 3, 2, 3, 3, 6, 3, 3, 6, 2, 2, 2, 2, 0, 7, 3, 1, 8, 3, 7, 9, 8, 4, 2, 1]","[131.16000000000065, 136.77000000000024, 112.79999999999028, 104.64000000000064, 134.3900000000004, 97.51000000000039, 72.52999999999982, 114.24000000000012, 76.93000000000036, 153.06999999999633, 114.03999999999712, 111.44000000000071, 197.76, 157.00000000000205, 132.0199999999997, 133.31000000000125, 56.52000000000093, 85.44000000000051, 84.78000000000225, 59.27999999999334, 71.59999999999968, 47.00000000000102, 108.09999999999917, 179.47999999999922, 97.09999999999994, 107.38999999999994, 69.09999999999997, 39.58, 69.85]","[7, 7, 7, 7, 7, 7, 7, 6, 7, 10, 7, 7, 10, 9, 7, 7, 7, 5, 6, 7, 5, 6, 7, 10, 10, 11, 7, 4, 7]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 4, 3, 4, 4, 4, 1, 4, 3, 2, 4, 3, 4, 4, 4, 3, 3, 1]","[169, 169, 169, 175, 175, 171, 169, 169, 175, 196, 186, 169, 196, 169, 182, 169, 169, 178, 196, 182, 178, 196, 169, 196, 196, 196, 197, 175, 178]","[91, 91, 109, 91, 89, 91, 76, 91, 89, 90, 89, 83, 106, 91, 91, 91, 109, 96, 106, 91, 96, 125, 87, 90, 125, 90, 89, 91, 96]","[19, 19, 19, 19, 19, 19, 19, 19, 19, 34, 19, 19, 34, 19, 19, 19, 19, 18, 34, 19, 18, 34, 19, 34, 34, 34, 19, 19, 18]","[17, 17, 18, 17, 17, 17, 17, 16, 17, 27, 18, 17, 28, 20, 21, 21, 22, 13, 21, 18, 14, 22, 17, 27, 29, 29, 18, 14, 15]",[]
