Step,Living Noodles,Dead Noodles,Age,Health,Size,Speed,Sight,View,Rep,Loss,Gen,Ages,Gens
8850,14,54,2176.3571428571427,187.59499999999986,12.285714285714285,4.642857142857143,220.07142857142856,88.35714285714286,26.57142857142857,69.14285714285714,2.9285714285714284,"[8852, 5353, 4855, 1856, 1358, 1357, 1355, 1354, 1354, 855, 854, 357, 355, 354]","[0, 1, 3, 4, 6, 5, 3, 2, 2, 3, 2, 5, 3, 2]"
8900,13,55,2289.615384615385,203.1469230769233,12.307692307692307,4.615384615384615,220.7692307692308,89.46153846153847,26.153846153846153,69.0,3.0,"[8902, 5403, 4905, 1906, 1408, 1407, 1405, 1404, 905, 904, 407, 405, 404]","[0, 1, 3, 4, 6, 5, 3, 2, 3, 2, 5, 3, 2]"
8950,13,55,2339.615384615385,195.61615384615416,12.307692307692307,4.615384615384615,220.7692307692308,89.46153846153847,26.153846153846153,69.0,3.0,"[8952, 5453, 4955, 1956, 1458, 1457, 1455, 1454, 955, 954, 457, 455, 454]","[0, 1, 3, 4, 6, 5, 3, 2, 3, 2, 5, 3, 2]"
9000,14,56,2148.3571428571427,209.90357142857147,12.714285714285715,4.571428571428571,221.64285714285717,88.2142857142857,26.785714285714285,69.71428571428571,3.5,"[9002, 5503, 5005, 2006, 1508, 1507, 1505, 1504, 1004, 507, 505, 504, 9, 8]","[0, 1, 3, 4, 6, 5, 3, 2, 2, 5, 3, 2, 7, 6]"
9050,14,56,2198.3571428571427,205.49642857142865,12.714285714285715,4.571428571428571,221.64285714285717,88.2142857142857,26.785714285714285,69.71428571428571,3.5,"[9052, 5553, 5055, 2056, 1558, 1557, 1555, 1554, 1054, 557, 555, 554, 59, 58]","[0, 1, 3, 4, 6, 5, 3, 2, 2, 5, 3, 2, 7, 6]"
9100,14,56,2248.3571428571427,199.13999999999993,12.714285714285715,4.571428571428571,221.64285714285717,88.2142857142857,26.785714285714285,69.71428571428571,3.5,"[9102, 5603, 5105, 2106, 1608, 1607, 1605, 1604, 1104, 607, 605, 604, 109, 108]","[0, 1, 3, 4, 6, 5, 3, 2, 2, 5, 3, 2, 7, 6]"
9150,14,56,2298.357142857143,189.25999999999982,12.714285714285715,4.571428571428571,221.64285714285717,88.2142857142857,26.785714285714285,69.71428571428571,3.5,"[9152, 5653, 5155, 2156, 1658, 1657, 1655, 1654, 1154, 657, 655, 654, 159, 158]","[0, 1, 3, 4, 6, 5, 3, 2, 2, 5, 3, 2, 7, 6]"
9200,14,56,2348.357142857143,193.6421428571426,12.714285714285715,4.571428571428571,221.64285714285717,88.2142857142857,26.785714285714285,69.71428571428571,3.5,"[9202, 5703, 5205, 2206, 1708, 1707, 1705, 1704, 1204, 707, 705, 704, 209, 208]","[0, 1, 3, 4, 6, 5, 3, 2, 2, 5, 3, 2, 7, 6]"
9250,14,56,2398.357142857143,189.25642857142842,12.714285714285715,4.571428571428571,221.64285714285717,88.2142857142857,26.785714285714285,69.71428571428571,3.5,"[9252, 5753, 5255, 2256, 1758, 1757, 1755, 1754, 1254, 757, 755, 754, 259, 258]","[0, 1, 3, 4, 6, 5, 3, 2, 2, 5, 3, 2, 7, 6]"
9300,14,56,2448.357142857143,191.4207142857141,12.714285714285715,4.571428571428571,221.64285714285717,88.2142857142857,26.785714285714285,69.71428571428571,3.5,"[9302, 5803, 5305, 2306, 1808, 1807, 1805, 1804, 1304, 807, 805, 804, 309, 308]","[0, 1, 3, 4, 6, 5, 3, 2, 2, 5, 3, 2, 7, 6]"
9350,14,56,2498.357142857143,179.6799999999999,12.714285714285715,4.571428571428571,221.64285714285717,88.2142857142857,26.785714285714285,69.71428571428571,3.5,"[9352, 5853, 5355, 2356, 1858, 1857, 1855, 1854, 1354, 857, 855, 854, 359, 358]","[0, 1, 3, 4, 6, 5, 3, 2, 2, 5, 3, 2, 7, 6]"
9400,13,57,2597.846153846154,187.92230769230744,12.615384615384615,4.615384615384615,221.9230769230769,89.30769230769229,26.384615384615387,69.61538461538461,3.5384615384615383,"[9402, 5903, 5405, 2406, 1908, 1907, 1904, 1404, 907, 905, 904, 409, 408]","[0, 1, 3, 4, 6, 5, 2, 2, 5, 3, 2, 7, 6]"
9450,13,57,2647.846153846154,189.19846153846126,12.615384615384615,4.615384615384615,221.9230769230769,89.30769230769229,26.384615384615387,69.61538461538461,3.5384615384615383,"[9452, 5953, 5455, 2456, 1958, 1957, 1954, 1454, 957, 955, 954, 459, 458]","[0, 1, 3, 4, 6, 5, 2, 2, 5, 3, 2, 7, 6]"
9500,16,58,1818.5,184.8140625,12.9375,4.5625,219.3125,88.0625,26.6875,69.71875,4.0,"[9502, 5505, 2506, 2008, 2007, 2004, 1504, 1007, 1005, 1004, 509, 508, 9, 8, 6, 4]","[0, 3, 4, 6, 5, 2, 2, 5, 3, 2, 7, 6, 7, 6, 4, 2]"
9550,16,58,1868.5,195.4440625000002,12.9375,4.5625,219.3125,88.0625,26.6875,69.71875,4.0,"[9552, 5555, 2556, 2058, 2057, 2054, 1554, 1057, 1055, 1054, 559, 558, 59, 58, 56, 54]","[0, 3, 4, 6, 5, 2, 2, 5, 3, 2, 7, 6, 7, 6, 4, 2]"
9600,16,58,1918.5,188.45343750000006,12.9375,4.5625,219.3125,88.0625,26.6875,69.71875,4.0,"[9602, 5605, 2606, 2108, 2107, 2104, 1604, 1107, 1105, 1104, 609, 608, 109, 108, 106, 104]","[0, 3, 4, 6, 5, 2, 2, 5, 3, 2, 7, 6, 7, 6, 4, 2]"
9650,15,59,1456.2666666666669,201.23966666666644,13.133333333333333,4.6,218.8,86.86666666666666,26.93333333333333,70.1,4.266666666666667,"[5655, 2656, 2158, 2157, 2154, 1654, 1157, 1155, 1154, 659, 658, 159, 158, 156, 154]","[3, 4, 6, 5, 2, 2, 5, 3, 2, 7, 6, 7, 6, 4, 2]"
9700,15,59,1506.2666666666669,194.11766666666654,13.133333333333333,4.6,218.8,86.86666666666666,26.93333333333333,70.1,4.266666666666667,"[5705, 2706, 2208, 2207, 2204, 1704, 1207, 1205, 1204, 709, 708, 209, 208, 206, 204]","[3, 4, 6, 5, 2, 2, 5, 3, 2, 7, 6, 7, 6, 4, 2]"
9750,15,59,1556.2666666666669,191.51099999999985,13.133333333333333,4.6,218.8,86.86666666666666,26.93333333333333,70.1,4.266666666666667,"[5755, 2756, 2258, 2257, 2254, 1754, 1257, 1255, 1254, 759, 758, 259, 258, 256, 254]","[3, 4, 6, 5, 2, 2, 5, 3, 2, 7, 6, 7, 6, 4, 2]"
9800,15,59,1606.2666666666669,195.00766666666644,13.133333333333333,4.6,218.8,86.86666666666666,26.93333333333333,70.1,4.266666666666667,"[5805, 2806, 2308, 2307, 2304, 1804, 1307, 1305, 1304, 809, 808, 309, 308, 306, 304]","[3, 4, 6, 5, 2, 2, 5, 3, 2, 7, 6, 7, 6, 4, 2]"
9850,15,59,1656.2666666666669,188.1569999999998,13.133333333333333,4.6,218.8,86.86666666666666,26.93333333333333,70.1,4.266666666666667,"[5855, 2856, 2358, 2357, 2354, 1854, 1357, 1355, 1354, 859, 858, 359, 358, 356, 354]","[3, 4, 6, 5, 2, 2, 5, 3, 2, 7, 6, 7, 6, 4, 2]"
9900,15,59,1706.2666666666669,176.1456666666665,13.133333333333333,4.6,218.8,86.86666666666666,26.93333333333333,70.1,4.266666666666667,"[5905, 2906, 2408, 2407, 2404, 1904, 1407, 1405, 1404, 909, 908, 409, 408, 406, 404]","[3, 4, 6, 5, 2, 2, 5, 3, 2, 7, 6, 7, 6, 4, 2]"
9950,13,61,1956.1538461538464,189.7726923076921,13.0,4.6923076923076925,221.23076923076923,86.84615384615385,27.30769230769231,70.57692307692308,4.153846153846153,"[5955, 2956, 2458, 2457, 2454, 1954, 1457, 1455, 1454, 959, 958, 459, 454]","[3, 4, 6, 5, 2, 2, 5, 3, 2, 7, 6, 7, 2]"
10000,16,61,1631.4375,179.41093749999982,13.0625,4.6875,221.25,86.9375,26.75,70.40625,4.4375,"[6005, 3006, 2508, 2507, 2504, 2004, 1507, 1505, 1504, 1009, 1008, 509, 504, 10, 7, 6]","[3, 4, 6, 5, 2, 2, 5, 3, 2, 7, 6, 7, 2, 8, 5, 4]"
10050,16,61,1681.4375,178.5209375,13.0625,4.6875,221.25,86.9375,26.75,70.40625,4.4375,"[6055, 3056, 2558, 2557, 2554, 2054, 1557, 1555, 1554, 1059, 1058, 559, 554, 60, 57, 56]","[3, 4, 6, 5, 2, 2, 5, 3, 2, 7, 6, 7, 2, 8, 5, 4]"
10100,16,61,1731.4375,180.8496875000001,13.0625,4.6875,221.25,86.9375,26.75,70.40625,4.4375,"[6105, 3106, 2608, 2607, 2604, 2104, 1607, 1605, 1604, 1109, 1108, 609, 604, 110, 107, 106]","[3, 4, 6, 5, 2, 2, 5, 3, 2, 7, 6, 7, 2, 8, 5, 4]"
10150,16,61,1781.4375,179.87031250000018,13.0625,4.6875,221.25,86.9375,26.75,70.40625,4.4375,"[6155, 3156, 2658, 2657, 2654, 2154, 1657, 1655, 1654, 1159, 1158, 659, 654, 160, 157, 156]","[3, 4, 6, 5, 2, 2, 5, 3, 2, 7, 6, 7, 2, 8, 5, 4]"
10200,16,61,1831.4375,185.30281250000053,13.0625,4.6875,221.25,86.9375,26.75,70.40625,4.4375,"[6205, 3206, 2708, 2707, 2704, 2204, 1707, 1705, 1704, 1209, 1208, 709, 704, 210, 207, 206]","[3, 4, 6, 5, 2, 2, 5, 3, 2, 7, 6, 7, 2, 8, 5, 4]"
10250,16,61,1881.4375,177.12593750000045,13.0625,4.6875,221.25,86.9375,26.75,70.40625,4.4375,"[6255, 3256, 2758, 2757, 2754, 2254, 1757, 1755, 1754, 1259, 1258, 759, 754, 260, 257, 256]","[3, 4, 6, 5, 2, 2, 5, 3, 2, 7, 6, 7, 2, 8, 5, 4]"
10300,16,61,1931.4375,176.4953125000003,13.0625,4.6875,221.25,86.9375,26.75,70.40625,4.4375,"[6305, 3306, 2808, 2807, 2804, 2304, 1807, 1805, 1804, 1309, 1308, 809, 804, 310, 307, 306]","[3, 4, 6, 5, 2, 2, 5, 3, 2, 7, 6, 7, 2, 8, 5, 4]"
10350,16,61,1981.4375,169.0346875000003,13.0625,4.6875,221.25,86.9375,26.75,70.40625,4.4375,"[6355, 3356, 2858, 2857, 2854, 2354, 1857, 1855, 1854, 1359, 1358, 859, 854, 360, 357, 356]","[3, 4, 6, 5, 2, 2, 5, 3, 2, 7, 6, 7, 2, 8, 5, 4]"
10400,16,61,2031.4375,155.9778125000003,13.0625,4.6875,221.25,86.9375,26.75,70.40625,4.4375,"[6405, 3406, 2908, 2907, 2904, 2404, 1907, 1905, 1904, 1409, 1408, 909, 904, 410, 407, 406]","[3, 4, 6, 5, 2, 2, 5, 3, 2, 7, 6, 7, 2, 8, 5, 4]"
10450,15,62,2189.733333333333,163.41433333333367,13.0,4.666666666666667,221.9333333333333,86.93333333333334,26.73333333333333,70.3,4.4,"[6455, 3456, 2958, 2957, 2954, 2454, 1957, 1955, 1954, 1459, 1458, 959, 954, 460, 456]","[3, 4, 6, 5, 2, 2, 5, 3, 2, 7, 6, 7, 2, 8, 4]"
10500,18,62,1867.888888888889,163.56638888888926,13.166666666666664,4.722222222222221,222.88888888888889,86.94444444444444,26.555555555555557,70.69444444444444,4.777777777777779,"[6505, 3506, 3008, 3007, 3004, 2504, 2007, 2005, 2004, 1509, 1508, 1009, 1004, 510, 506, 11, 10, 5]","[3, 4, 6, 5, 2, 2, 5, 3, 2, 7, 6, 7, 2, 8, 4, 9, 8, 3]"
10550,18,62,1917.888888888889,165.5291666666672,13.166666666666664,4.722222222222221,222.88888888888889,86.94444444444444,26.555555555555557,70.69444444444444,4.777777777777779,"[6555, 3556, 3058, 3057, 3054, 2554, 2057, 2055, 2054, 1559, 1558, 1059, 1054, 560, 556, 61, 60, 55]","[3, 4, 6, 5, 2, 2, 5, 3, 2, 7, 6, 7, 2, 8, 4, 9, 8, 3]"
10600,18,62,1967.888888888889,166.09750000000062,13.166666666666664,4.722222222222221,222.88888888888889,86.94444444444444,26.555555555555557,70.69444444444444,4.777777777777779,"[6605, 3606, 3108, 3107, 3104, 2604, 2107, 2105, 2104, 1609, 1608, 1109, 1104, 610, 606, 111, 110, 105]","[3, 4, 6, 5, 2, 2, 5, 3, 2, 7, 6, 7, 2, 8, 4, 9, 8, 3]"
10650,18,62,2017.888888888889,158.91250000000082,13.166666666666664,4.722222222222221,222.88888888888889,86.94444444444444,26.555555555555557,70.69444444444444,4.777777777777779,"[6655, 3656, 3158, 3157, 3154, 2654, 2157, 2155, 2154, 1659, 1658, 1159, 1154, 660, 656, 161, 160, 155]","[3, 4, 6, 5, 2, 2, 5, 3, 2, 7, 6, 7, 2, 8, 4, 9, 8, 3]"
10700,17,63,2059.8235294117653,166.46735294117747,13.352941176470587,4.705882352941177,222.64705882352942,86.64705882352942,26.882352941176467,71.02941176470588,4.882352941176472,"[6705, 3706, 3208, 3207, 3204, 2704, 2207, 2204, 1709, 1708, 1209, 1204, 710, 706, 211, 210, 205]","[3, 4, 6, 5, 2, 2, 5, 2, 7, 6, 7, 2, 8, 4, 9, 8, 3]"
10750,17,63,2109.8235294117653,168.59617647058946,13.352941176470587,4.705882352941177,222.64705882352942,86.64705882352942,26.882352941176467,71.02941176470588,4.882352941176472,"[6755, 3756, 3258, 3257, 3254, 2754, 2257, 2254, 1759, 1758, 1259, 1254, 760, 756, 261, 260, 255]","[3, 4, 6, 5, 2, 2, 5, 2, 7, 6, 7, 2, 8, 4, 9, 8, 3]"
10800,17,63,2159.8235294117653,160.46500000000117,13.352941176470587,4.705882352941177,222.64705882352942,86.64705882352942,26.882352941176467,71.02941176470588,4.882352941176472,"[6805, 3806, 3308, 3307, 3304, 2804, 2307, 2304, 1809, 1808, 1309, 1304, 810, 806, 311, 310, 305]","[3, 4, 6, 5, 2, 2, 5, 2, 7, 6, 7, 2, 8, 4, 9, 8, 3]"
10850,15,65,2156.6666666666665,175.36366666666837,13.0,4.8,222.2,87.4,26.86666666666667,70.76666666666667,4.666666666666667,"[6855, 3856, 3357, 3354, 2854, 2357, 2354, 1858, 1359, 1354, 860, 856, 361, 360, 355]","[3, 4, 5, 2, 2, 5, 2, 6, 7, 2, 8, 4, 9, 8, 3]"
10900,14,66,2264.0,186.72142857142967,13.0,4.857142857142857,223.0,88.35714285714286,26.5,70.85714285714286,4.857142857142857,"[6905, 3906, 3407, 3404, 2904, 2407, 2404, 1908, 1409, 910, 906, 411, 410, 405]","[3, 4, 5, 2, 2, 5, 2, 6, 7, 8, 4, 9, 8, 3]"
10950,14,66,2314.0,200.63285714285828,13.0,4.857142857142857,223.0,88.35714285714286,26.5,70.85714285714286,4.857142857142857,"[6955, 3956, 3457, 3454, 2954, 2457, 2454, 1958, 1459, 960, 956, 461, 460, 455]","[3, 4, 5, 2, 2, 5, 2, 6, 7, 8, 4, 9, 8, 3]"
11000,17,66,1948.2941176470588,206.10647058823625,13.176470588235292,4.882352941176472,221.70588235294116,86.8235294117647,27.176470588235286,71.3529411764706,5.117647058823528,"[7005, 4006, 3507, 3504, 3004, 2507, 2504, 2008, 1509, 1010, 1006, 511, 510, 505, 9, 8, 8]","[3, 4, 5, 2, 2, 5, 2, 6, 7, 8, 4, 9, 8, 3, 7, 6, 6]"
11050,17,66,1998.2941176470588,199.93941176470653,13.176470588235292,4.882352941176472,221.70588235294116,86.8235294117647,27.176470588235286,71.3529411764706,5.117647058823528,"[7055, 4056, 3557, 3554, 3054, 2557, 2554, 2058, 1559, 1060, 1056, 561, 560, 555, 59, 58, 58]","[3, 4, 5, 2, 2, 5, 2, 6, 7, 8, 4, 9, 8, 3, 7, 6, 6]"
11100,17,66,2048.294117647059,197.29000000000076,13.176470588235292,4.882352941176472,221.70588235294116,86.8235294117647,27.176470588235286,71.3529411764706,5.117647058823528,"[7105, 4106, 3607, 3604, 3104, 2607, 2604, 2108, 1609, 1110, 1106, 611, 610, 605, 109, 108, 108]","[3, 4, 5, 2, 2, 5, 2, 6, 7, 8, 4, 9, 8, 3, 7, 6, 6]"
11150,17,66,2098.294117647059,196.69000000000088,13.176470588235292,4.882352941176472,221.70588235294116,86.8235294117647,27.176470588235286,71.3529411764706,5.117647058823528,"[7155, 4156, 3657, 3654, 3154, 2657, 2654, 2158, 1659, 1160, 1156, 661, 660, 655, 159, 158, 158]","[3, 4, 5, 2, 2, 5, 2, 6, 7, 8, 4, 9, 8, 3, 7, 6, 6]"
11200,17,66,2148.294117647059,201.65764705882447,13.176470588235292,4.882352941176472,221.70588235294116,86.8235294117647,27.176470588235286,71.3529411764706,5.117647058823528,"[7205, 4206, 3707, 3704, 3204, 2707, 2704, 2208, 1709, 1210, 1206, 711, 710, 705, 209, 208, 208]","[3, 4, 5, 2, 2, 5, 2, 6, 7, 8, 4, 9, 8, 3, 7, 6, 6]"
11250,16,67,2163.375,211.71937500000104,13.125,4.875,221.9375,87.625,26.6875,71.125,5.125,"[7255, 4256, 3757, 3754, 3254, 2754, 2258, 1759, 1260, 1256, 761, 760, 755, 259, 258, 258]","[3, 4, 5, 2, 2, 2, 6, 7, 8, 4, 9, 8, 3, 7, 6, 6]"
11300,16,67,2213.375,202.43125000000117,13.125,4.875,221.9375,87.625,26.6875,71.125,5.125,"[7305, 4306, 3807, 3804, 3304, 2804, 2308, 1809, 1310, 1306, 811, 810, 805, 309, 308, 308]","[3, 4, 5, 2, 2, 2, 6, 7, 8, 4, 9, 8, 3, 7, 6, 6]"
11350,16,67,2263.375,199.24812500000152,13.125,4.875,221.9375,87.625,26.6875,71.125,5.125,"[7355, 4356, 3857, 3854, 3354, 2854, 2358, 1859, 1360, 1356, 861, 860, 855, 359, 358, 358]","[3, 4, 5, 2, 2, 2, 6, 7, 8, 4, 9, 8, 3, 7, 6, 6]"
11400,16,67,2313.375,197.06062500000166,13.125,4.875,221.9375,87.625,26.6875,71.125,5.125,"[7405, 4406, 3907, 3904, 3404, 2904, 2408, 1909, 1410, 1406, 911, 910, 905, 409, 408, 408]","[3, 4, 5, 2, 2, 2, 6, 7, 8, 4, 9, 8, 3, 7, 6, 6]"
11450,16,67,2363.375,192.24562500000164,13.125,4.875,221.9375,87.625,26.6875,71.125,5.125,"[7455, 4456, 3957, 3954, 3454, 2954, 2458, 1959, 1460, 1456, 961, 960, 955, 459, 458, 458]","[3, 4, 5, 2, 2, 2, 6, 7, 8, 4, 9, 8, 3, 7, 6, 6]"
11500,21,67,1840.571428571429,169.68809523809676,12.952380952380953,5.0,221.3809523809524,88.23809523809523,26.761904761904763,71.33333333333333,5.238095238095238,"[7505, 4506, 4007, 4004, 3504, 3004, 2508, 2009, 1510, 1506, 1011, 1010, 1005, 509, 508, 508, 10, 9, 9, 5, 5]","[3, 4, 5, 2, 2, 2, 6, 7, 8, 4, 9, 8, 3, 7, 6, 6, 8, 7, 7, 3, 3]"
11550,21,67,1890.571428571429,168.32809523809678,12.952380952380953,5.0,221.3809523809524,88.23809523809523,26.761904761904763,71.33333333333333,5.238095238095238,"[7555, 4556, 4057, 4054, 3554, 3054, 2558, 2059, 1560, 1556, 1061, 1060, 1055, 559, 558, 558, 60, 59, 59, 55, 55]","[3, 4, 5, 2, 2, 2, 6, 7, 8, 4, 9, 8, 3, 7, 6, 6, 8, 7, 7, 3, 3]"
11600,20,68,2007.2,180.73750000000146,12.9,5.0,221.55,88.95,26.6,71.25,5.2,"[7605, 4606, 4107, 4104, 3604, 3104, 2608, 2109, 1610, 1606, 1111, 1110, 1105, 609, 608, 110, 109, 109, 105, 105]","[3, 4, 5, 2, 2, 2, 6, 7, 8, 4, 9, 8, 3, 7, 6, 8, 7, 7, 3, 3]"
11650,20,68,2057.2,174.15500000000154,12.9,5.0,221.55,88.95,26.6,71.25,5.2,"[7655, 4656, 4157, 4154, 3654, 3154, 2658, 2159, 1660, 1656, 1161, 1160, 1155, 659, 658, 160, 159, 159, 155, 155]","[3, 4, 5, 2, 2, 2, 6, 7, 8, 4, 9, 8, 3, 7, 6, 8, 7, 7, 3, 3]"
11700,19,69,2207.315789473684,187.63421052631742,13.052631578947368,5.0,221.26315789473685,88.05263157894737,26.894736842105264,71.52631578947368,5.315789473684211,"[7705, 4706, 4207, 4204, 3704, 3204, 2708, 2209, 1710, 1706, 1211, 1210, 1205, 709, 708, 210, 209, 209, 205]","[3, 4, 5, 2, 2, 2, 6, 7, 8, 4, 9, 8, 3, 7, 6, 8, 7, 7, 3]"
11750,19,69,2257.315789473684,174.23947368421227,13.052631578947368,5.0,221.26315789473685,88.05263157894737,26.894736842105264,71.52631578947368,5.315789473684211,"[7755, 4756, 4257, 4254, 3754, 3254, 2758, 2259, 1760, 1756, 1261, 1260, 1255, 759, 758, 260, 259, 259, 255]","[3, 4, 5, 2, 2, 2, 6, 7, 8, 4, 9, 8, 3, 7, 6, 8, 7, 7, 3]"
11800,19,69,2307.315789473684,179.28947368421174,13.052631578947368,5.0,221.26315789473685,88.05263157894737,26.894736842105264,71.52631578947368,5.315789473684211,"[7805, 4806, 4307, 4304, 3804, 3304, 2808, 2309, 1810, 1806, 1311, 1310, 1305, 809, 808, 310, 309, 309, 305]","[3, 4, 5, 2, 2, 2, 6, 7, 8, 4, 9, 8, 3, 7, 6, 8, 7, 7, 3]"
11850,19,69,2357.315789473684,171.0310526315802,13.052631578947368,5.0,221.26315789473685,88.05263157894737,26.894736842105264,71.52631578947368,5.315789473684211,"[7855, 4856, 4357, 4354, 3854, 3354, 2858, 2359, 1860, 1856, 1361, 1360, 1355, 859, 858, 360, 359, 359, 355]","[3, 4, 5, 2, 2, 2, 6, 7, 8, 4, 9, 8, 3, 7, 6, 8, 7, 7, 3]"
11900,19,69,2407.315789473684,166.9436842105275,13.052631578947368,5.0,221.26315789473685,88.05263157894737,26.894736842105264,71.52631578947368,5.315789473684211,"[7905, 4906, 4407, 4404, 3904, 3404, 2908, 2409, 1910, 1906, 1411, 1410, 1405, 909, 908, 410, 409, 409, 405]","[3, 4, 5, 2, 2, 2, 6, 7, 8, 4, 9, 8, 3, 7, 6, 8, 7, 7, 3]"
11950,18,70,2346.3888888888887,167.49333333333462,13.222222222222221,5.0,220.94444444444446,87.05555555555556,27.222222222222218,71.83333333333333,5.5,"[7955, 4956, 4457, 3954, 3454, 2958, 2459, 1960, 1956, 1461, 1460, 1455, 959, 958, 460, 459, 459, 455]","[3, 4, 5, 2, 2, 6, 7, 8, 4, 9, 8, 3, 7, 6, 8, 7, 7, 3]"
12000,21,70,2055.285714285714,160.39904761904887,13.238095238095234,5.0,221.7142857142857,86.61904761904762,27.523809523809533,72.0,5.666666666666668,"[8005, 5006, 4507, 4004, 3504, 3008, 2509, 2010, 2006, 1511, 1510, 1505, 1009, 1008, 510, 509, 509, 505, 11, 10, 5]","[3, 4, 5, 2, 2, 6, 7, 8, 4, 9, 8, 3, 7, 6, 8, 7, 7, 3, 9, 8, 3]"
12050,21,70,2105.285714285714,164.55238095238226,13.238095238095234,5.0,221.7142857142857,86.61904761904762,27.523809523809533,72.0,5.666666666666668,"[8055, 5056, 4557, 4054, 3554, 3058, 2559, 2060, 2056, 1561, 1560, 1555, 1059, 1058, 560, 559, 559, 555, 61, 60, 55]","[3, 4, 5, 2, 2, 6, 7, 8, 4, 9, 8, 3, 7, 6, 8, 7, 7, 3, 9, 8, 3]"
12100,21,70,2155.285714285714,148.3914285714299,13.238095238095234,5.0,221.7142857142857,86.61904761904762,27.523809523809533,72.0,5.666666666666668,"[8105, 5106, 4607, 4104, 3604, 3108, 2609, 2110, 2106, 1611, 1610, 1605, 1109, 1108, 610, 609, 609, 605, 111, 110, 105]","[3, 4, 5, 2, 2, 6, 7, 8, 4, 9, 8, 3, 7, 6, 8, 7, 7, 3, 9, 8, 3]"
12150,20,71,2132.85,141.36050000000162,13.4,5.0,220.55,85.65,27.75,72.2,5.85,"[8155, 5156, 4657, 4154, 3158, 2659, 2160, 2156, 1661, 1660, 1655, 1159, 1158, 660, 659, 659, 655, 161, 160, 155]","[3, 4, 5, 2, 6, 7, 8, 4, 9, 8, 3, 7, 6, 8, 7, 7, 3, 9, 8, 3]"
12200,19,72,2286.684210526316,144.40684210526496,13.36842105263158,5.0,221.21052631578945,86.26315789473685,27.36842105263158,72.10526315789474,5.7368421052631575,"[8205, 5206, 4707, 4204, 3208, 2709, 2210, 2206, 1711, 1710, 1705, 1209, 1208, 710, 709, 709, 705, 211, 205]","[3, 4, 5, 2, 6, 7, 8, 4, 9, 8, 3, 7, 6, 8, 7, 7, 3, 9, 3]"
12250,17,74,2316.5882352941176,155.8070588235305,13.529411764705882,5.0,221.05882352941174,86.64705882352942,27.411764705882355,72.41176470588233,5.764705882352941,"[8255, 5256, 4757, 4254, 3258, 2260, 1761, 1760, 1755, 1259, 1258, 760, 759, 759, 755, 261, 255]","[3, 4, 5, 2, 6, 8, 9, 8, 3, 7, 6, 8, 7, 7, 3, 9, 3]"
12300,17,74,2366.5882352941176,156.2470588235306,13.529411764705882,5.0,221.05882352941174,86.64705882352942,27.411764705882355,72.41176470588233,5.764705882352941,"[8305, 5306, 4807, 4304, 3308, 2310, 1811, 1810, 1805, 1309, 1308, 810, 809, 809, 805, 311, 305]","[3, 4, 5, 2, 6, 8, 9, 8, 3, 7, 6, 8, 7, 7, 3, 9, 3]"
12350,17,74,2416.5882352941176,154.4117647058835,13.529411764705882,5.0,221.05882352941174,86.64705882352942,27.411764705882355,72.41176470588233,5.764705882352941,"[8355, 5356, 4857, 4354, 3358, 2360, 1861, 1860, 1855, 1359, 1358, 860, 859, 859, 855, 361, 355]","[3, 4, 5, 2, 6, 8, 9, 8, 3, 7, 6, 8, 7, 7, 3, 9, 3]"
12400,17,74,2466.5882352941176,153.42941176470777,13.529411764705882,5.0,221.05882352941174,86.64705882352942,27.411764705882355,72.41176470588233,5.764705882352941,"[8405, 5406, 4907, 4404, 3408, 2410, 1911, 1910, 1905, 1409, 1408, 910, 909, 909, 905, 411, 405]","[3, 4, 5, 2, 6, 8, 9, 8, 3, 7, 6, 8, 7, 7, 3, 9, 3]"
12450,17,74,2516.5882352941176,152.92352941176682,13.529411764705882,5.0,221.05882352941174,86.64705882352942,27.411764705882355,72.41176470588233,5.764705882352941,"[8455, 5456, 4957, 4454, 3458, 2460, 1961, 1960, 1955, 1459, 1458, 960, 959, 959, 955, 461, 455]","[3, 4, 5, 2, 6, 8, 9, 8, 3, 7, 6, 8, 7, 7, 3, 9, 3]"
12500,18,75,2396.722222222222,156.14388888889073,13.388888888888891,5.0,219.88888888888889,85.94444444444444,27.555555555555557,72.08333333333333,5.833333333333332,"[8505, 5506, 5007, 4504, 3508, 2510, 2011, 2010, 2005, 1509, 1508, 1010, 1009, 1009, 1005, 511, 9, 5]","[3, 4, 5, 2, 6, 8, 9, 8, 3, 7, 6, 8, 7, 7, 3, 9, 7, 3]"
12550,18,75,2446.722222222222,163.8061111111129,13.388888888888891,5.0,219.88888888888889,85.94444444444444,27.555555555555557,72.08333333333333,5.833333333333332,"[8555, 5556, 5057, 4554, 3558, 2560, 2061, 2060, 2055, 1559, 1558, 1060, 1059, 1059, 1055, 561, 59, 55]","[3, 4, 5, 2, 6, 8, 9, 8, 3, 7, 6, 8, 7, 7, 3, 9, 7, 3]"
12600,18,75,2496.722222222222,155.1511111111124,13.388888888888891,5.0,219.88888888888889,85.94444444444444,27.555555555555557,72.08333333333333,5.833333333333332,"[8605, 5606, 5107, 4604, 3608, 2610, 2111, 2110, 2105, 1609, 1608, 1110, 1109, 1109, 1105, 611, 109, 105]","[3, 4, 5, 2, 6, 8, 9, 8, 3, 7, 6, 8, 7, 7, 3, 9, 7, 3]"
